replicate,design,method,condition_number,n_components,distance
49,ccd,pls,3.590690643133159,5.0,0.1956867976156585
49,ccd,ols,3.590690643133159,,0.19568679761566346
49,correlated,pls,537.261894304625,2.0,1.2481542367739646
49,correlated,ols,537.261894304625,,5.66279261856561
50,ccd,pls,3.590690643133159,6.0,0.17817260433122534
50,ccd,ols,3.590690643133159,,0.17817260433124493
50,correlated,pls,523.5810393360654,6.0,1.0644937328708446
50,correlated,ols,523.5810393360654,,1.0884888042927103
51,ccd,pls,3.590690643133159,5.0,0.10759988888446381
51,ccd,ols,3.590690643133159,,0.10759988888447838
51,correlated,pls,338.63073638997344,3.0,0.8702952234918021
51,correlated,ols,338.63073638997344,,1.1458757982290524
52,ccd,pls,3.590690643133159,6.0,0.3042117176274456
52,ccd,ols,3.590690643133159,,0.3042117176274537
52,correlated,pls,336.0713428029783,6.0,3.7823254388044965
52,correlated,ols,336.0713428029783,,1.5109794347288912
53,ccd,pls,3.590690643133159,6.0,0.012539371003785039
53,ccd,ols,3.590690643133159,,0.012539371003798235
53,correlated,pls,276.08486366224383,2.0,1.3620462950222967
53,correlated,ols,276.08486366224383,,0.7471430626919852
54,ccd,pls,3.590690643133159,6.0,0.3379408973230454
54,ccd,ols,3.590690643133159,,0.33794089732303134
54,correlated,pls,207.71896117615805,5.0,0.8945925015899543
54,correlated,ols,207.71896117615805,,0.8081812422854031
55,ccd,pls,3.590690643133159,5.0,0.26826267487987626
55,ccd,ols,3.590690643133159,,0.2682626748798855
55,correlated,pls,161.04603437984665,9.0,0.9808779108830055
55,correlated,ols,161.04603437984665,,0.9808779108848442
56,ccd,pls,3.590690643133159,4.0,0.07779094297648308
56,ccd,ols,3.590690643133159,,0.07779094297648699
56,correlated,pls,311.39229126745477,7.0,0.8587923513138763
56,correlated,ols,311.39229126745477,,0.8895690812332152
57,ccd,pls,3.590690643133159,4.0,0.12738898555038353
57,ccd,ols,3.590690643133159,,0.12738898555039666
57,correlated,pls,354.65910872334257,4.0,2.048659356328565
57,correlated,ols,354.65910872334257,,1.1858159468715508
58,ccd,pls,3.590690643133159,5.0,0.04452584534481151
58,ccd,ols,3.590690643133159,,0.04452584534482265
58,correlated,pls,270.0858557295796,2.0,1.301520949708818
58,correlated,ols,270.0858557295796,,1.8927128926193055
59,ccd,pls,3.590690643133159,4.0,0.05380213955132649
59,ccd,ols,3.590690643133159,,0.0538021395513353
59,correlated,pls,471.19294929217233,3.0,1.135115258065695
59,correlated,ols,471.19294929217233,,1.2485778953522173
60,ccd,pls,3.590690643133159,9.0,0.06819981920733204
60,ccd,ols,3.590690643133159,,0.06819981920110943
60,correlated,pls,240.19300640437837,5.0,0.4941168125437479
60,correlated,ols,240.19300640437837,,2.0108205094809057
61,ccd,pls,3.590690643133159,5.0,0.1287189363202036
61,ccd,ols,3.590690643133159,,0.12871893632019524
61,correlated,pls,270.7780858128787,7.0,1.9590203555927588
61,correlated,ols,270.7780858128787,,2.1307113809685094
62,ccd,pls,3.590690643133159,4.0,0.1417076633546932
62,ccd,ols,3.590690643133159,,0.1417076633546934
62,correlated,pls,417.7365722990631,4.0,1.4145664591399034
62,correlated,ols,417.7365722990631,,1.6385060792886863
63,ccd,pls,3.590690643133159,5.0,0.1425701019547551
63,ccd,ols,3.590690643133159,,0.14257010195475428
63,correlated,pls,145.74440438893058,7.0,4.0807272095499245
63,correlated,ols,145.74440438893058,,1.9807195569657223
64,ccd,pls,3.590690643133159,6.0,0.3262762261945462
64,ccd,ols,3.590690643133159,,0.3262762261945269
64,correlated,pls,738.8738844803345,5.0,0.19202189585084986
64,correlated,ols,738.8738844803345,,1.077186397419249
65,ccd,pls,3.590690643133159,9.0,0.06935238669424834
65,ccd,ols,3.590690643133159,,0.06935238669193135
65,correlated,pls,277.56305503021736,3.0,1.0526502132053486
65,correlated,ols,277.56305503021736,,1.6362404746814248
66,ccd,pls,3.590690643133159,9.0,0.09571846561329533
66,ccd,ols,3.590690643133159,,0.0957184656134402
66,correlated,pls,613.4577321740514,3.0,0.8068811372475496
66,correlated,ols,613.4577321740514,,1.1820751018434112
67,ccd,pls,3.590690643133159,5.0,0.14783547526949187
67,ccd,ols,3.590690643133159,,0.1478354752694987
67,correlated,pls,251.21726208754433,4.0,4.281996714059995
67,correlated,ols,251.21726208754433,,0.9546204758417105
68,ccd,pls,3.590690643133159,4.0,0.07678915013974312
68,ccd,ols,3.590690643133159,,0.07678915013974046
68,correlated,pls,525.8994652884836,8.0,1.160398840064108
68,correlated,ols,525.8994652884836,,1.1868030303992667
69,ccd,pls,3.590690643133159,4.0,0.06190624771404489
69,ccd,ols,3.590690643133159,,0.06190624771402809
69,correlated,pls,549.7932335925683,9.0,1.4402135070509894
69,correlated,ols,549.7932335925683,,1.4402135070492568
70,ccd,pls,3.590690643133159,6.0,0.13884636914712548
70,ccd,ols,3.590690643133159,,0.13884636914713472
70,correlated,pls,146.4743188689981,6.0,2.7746603044965656
70,correlated,ols,146.4743188689981,,1.5496281107920498
71,ccd,pls,3.590690643133159,6.0,0.10576781455690236
71,ccd,ols,3.590690643133159,,0.1057678145568897
71,correlated,pls,659.0731545883592,3.0,0.7704727848926318
71,correlated,ols,659.0731545883592,,0.5576326217947561
72,ccd,pls,3.590690643133159,6.0,0.07426866330967803
72,ccd,ols,3.590690643133159,,0.0742686633096817
72,correlated,pls,440.60176637503884,5.0,0.7901056771857946
72,correlated,ols,440.60176637503884,,1.7259959450232107
73,ccd,pls,3.590690643133159,9.0,0.1569538433961527
73,ccd,ols,3.590690643133159,,0.1569538433954433
73,correlated,pls,596.0423821613535,4.0,1.4510994374480641
73,correlated,ols,596.0423821613535,,1.6575114750377342
74,ccd,pls,3.590690643133159,8.0,0.0628748594607905
74,ccd,ols,3.590690643133159,,0.06287485946078634
74,correlated,pls,550.7539919318855,6.0,3.318965315209447
74,correlated,ols,550.7539919318855,,1.6032595415999216
75,ccd,pls,3.590690643133159,8.0,0.07725377006018802
75,ccd,ols,3.590690643133159,,0.07725377006019357
75,correlated,pls,135.30562088878895,8.0,1.6491314297030881
75,correlated,ols,135.30562088878895,,0.9904301087045388
76,ccd,pls,3.590690643133159,5.0,0.13004926726872454
76,ccd,ols,3.590690643133159,,0.1300492672687249
76,correlated,pls,190.5681371313789,5.0,0.6592148061180014
76,correlated,ols,190.5681371313789,,1.545657777772088
77,ccd,pls,3.590690643133159,5.0,0.15094252791474694
77,ccd,ols,3.590690643133159,,0.1509425279147488
77,correlated,pls,477.29833040046077,2.0,1.2430425230673774
77,correlated,ols,477.29833040046077,,1.548746405309392
78,ccd,pls,3.590690643133159,9.0,0.021198884472548987
78,ccd,ols,3.590690643133159,,0.021198884513053597
78,correlated,pls,254.44595437742362,6.0,1.8529169902491718
78,correlated,ols,254.44595437742362,,0.7512368216111358
79,ccd,pls,3.590690643133159,6.0,0.11744505323129623
79,ccd,ols,3.590690643133159,,0.1174450532312921
79,correlated,pls,118.8898972366387,7.0,2.942688604131327
79,correlated,ols,118.8898972366387,,2.643192714968784
80,ccd,pls,3.590690643133159,7.0,0.16810400693980815
80,ccd,ols,3.590690643133159,,0.16810400693981975
80,correlated,pls,300.77713893709205,2.0,1.2960451198654523
80,correlated,ols,300.77713893709205,,4.071535474879586
81,ccd,pls,3.590690643133159,5.0,0.13631140076864096
81,ccd,ols,3.590690643133159,,0.1363114007686483
81,correlated,pls,130.34374029487782,4.0,3.610942313385374
81,correlated,ols,130.34374029487782,,1.6619292618607828
82,ccd,pls,3.590690643133159,4.0,0.19157272539054304
82,ccd,ols,3.590690643133159,,0.19157272539050052
82,correlated,pls,369.5328662518328,5.0,0.4747060354144482
82,correlated,ols,369.5328662518328,,1.346469439399571
83,ccd,pls,3.590690643133159,6.0,0.07325602103688535
83,ccd,ols,3.590690643133159,,0.07325602103688386
83,correlated,pls,185.46948694902963,6.0,0.745523068673607
83,correlated,ols,185.46948694902963,,2.501119584430335
84,ccd,pls,3.590690643133159,5.0,0.0690224486640364
84,ccd,ols,3.590690643133159,,0.06902244866401715
84,correlated,pls,299.3804191797528,8.0,1.565155336141396
84,correlated,ols,299.3804191797528,,1.562105188805612
85,ccd,pls,3.590690643133159,6.0,0.13136240798115284
85,ccd,ols,3.590690643133159,,0.13136240798115326
85,correlated,pls,718.5342093922131,8.0,1.2287800865613363
85,correlated,ols,718.5342093922131,,0.7156002209987018
86,ccd,pls,3.590690643133159,4.0,0.047923288733614115
86,ccd,ols,3.590690643133159,,0.04792328873361587
86,correlated,pls,264.2205730232705,6.0,2.6268207822677843
86,correlated,ols,264.2205730232705,,2.4297112040045064
87,ccd,pls,3.590690643133159,8.0,0.08951251785159033
87,ccd,ols,3.590690643133159,,0.08951251785158257
87,correlated,pls,200.75156002622043,7.0,6.9160076490745785
87,correlated,ols,200.75156002622043,,0.16677558598384998
88,ccd,pls,3.590690643133159,5.0,0.2578722492805051
88,ccd,ols,3.590690643133159,,0.2578722492804908
88,correlated,pls,261.12194394787076,7.0,0.31067198359764775
88,correlated,ols,261.12194394787076,,2.101286542544989
89,ccd,pls,3.590690643133159,6.0,0.08499047197249725
89,ccd,ols,3.590690643133159,,0.0849904719724842
89,correlated,pls,532.993011668056,7.0,2.2228957978129222
89,correlated,ols,532.993011668056,,4.0580705700940225
90,ccd,pls,3.590690643133159,5.0,0.07519301750758096
90,ccd,ols,3.590690643133159,,0.0751930175075814
90,correlated,pls,1338.8377431608367,2.0,1.378740297055013
90,correlated,ols,1338.8377431608367,,1.345681756948979
91,ccd,pls,3.590690643133159,6.0,0.05818046379464701
91,ccd,ols,3.590690643133159,,0.05818046379464386
91,correlated,pls,285.4878473817795,5.0,1.462459697915466
91,correlated,ols,285.4878473817795,,30.913863337115746
92,ccd,pls,3.590690643133159,6.0,0.02911579489400378
92,ccd,ols,3.590690643133159,,0.029115794894004496
92,correlated,pls,670.2422503760106,4.0,10.567537214278547
92,correlated,ols,670.2422503760106,,1.2791466365784632
93,ccd,pls,3.590690643133159,5.0,0.19387460536989007
93,ccd,ols,3.590690643133159,,0.19387460536989437
93,correlated,pls,540.3689577697611,3.0,1.3926889198392858
93,correlated,ols,540.3689577697611,,1.081195912416066
94,ccd,pls,3.590690643133159,8.0,0.10547548342018412
94,ccd,ols,3.590690643133159,,0.10547548342022607
94,correlated,pls,647.3671083148453,5.0,0.6692286354366199
94,correlated,ols,647.3671083148453,,1.3443265502239934
95,ccd,pls,3.590690643133159,4.0,0.0905378184176165
95,ccd,ols,3.590690643133159,,0.09053781841763088
95,correlated,pls,986.7927943947352,6.0,2.9166072268822
95,correlated,ols,986.7927943947352,,1.5595281557482976
96,ccd,pls,3.590690643133159,6.0,0.12319131941693387
96,ccd,ols,3.590690643133159,,0.12319131941695464
96,correlated,pls,300.5066879573841,3.0,1.367639262039219
96,correlated,ols,300.5066879573841,,3.0158220381839187
97,ccd,pls,3.590690643133159,4.0,0.06680192144888725
97,ccd,ols,3.590690643133159,,0.06680192144888579
97,correlated,pls,257.0638297665336,4.0,0.3578260789779731
97,correlated,ols,257.0638297665336,,1.8287702746089805
98,ccd,pls,3.590690643133159,6.0,0.1584451773844903
98,ccd,ols,3.590690643133159,,0.15844517738450994
98,correlated,pls,657.4181364523771,3.0,0.8942899124912032
98,correlated,ols,657.4181364523771,,1.6297453635175057
99,ccd,pls,3.590690643133159,5.0,0.24261822994171678
99,ccd,ols,3.590690643133159,,0.2426182299416965
99,correlated,pls,378.3148718249128,2.0,1.2973198874551666
99,correlated,ols,378.3148718249128,,1.7415323037875494
100,ccd,pls,3.590690643133159,6.0,0.27712201202623216
100,ccd,ols,3.590690643133159,,0.27712201202623954
100,correlated,pls,287.2880178934212,5.0,0.8910368264514573
100,correlated,ols,287.2880178934212,,2.184055632495592
101,ccd,pls,3.590690643133159,5.0,0.02799193050454971
101,ccd,ols,3.590690643133159,,0.02799193050455076
101,correlated,pls,133.19767878834884,4.0,0.2513767765144242
101,correlated,ols,133.19767878834884,,1.1150946483274728
102,ccd,pls,3.590690643133159,9.0,0.15736026244544693
102,ccd,ols,3.590690643133159,,0.15736026244544646
102,correlated,pls,230.24151518721405,4.0,2.233414716428399
102,correlated,ols,230.24151518721405,,0.9257170567918926
103,ccd,pls,3.590690643133159,6.0,0.04571765110113749
103,ccd,ols,3.590690643133159,,0.0457176511011616
103,correlated,pls,579.8871765820662,5.0,0.33769557318452553
103,correlated,ols,579.8871765820662,,1.2326492728665375
104,ccd,pls,3.590690643133159,4.0,0.2678809886737459
104,ccd,ols,3.590690643133159,,0.26788098867371485
104,correlated,pls,618.3590390297235,3.0,1.8398465726660655
104,correlated,ols,618.3590390297235,,2.155336996613997
105,ccd,pls,3.590690643133159,5.0,0.08101687566103988
105,ccd,ols,3.590690643133159,,0.08101687566103932
105,correlated,pls,195.11634264311323,5.0,1.0572983574954546
105,correlated,ols,195.11634264311323,,1.7183839025878982
106,ccd,pls,3.590690643133159,4.0,0.10416875443432322
106,ccd,ols,3.590690643133159,,0.10416875443431088
106,correlated,pls,274.69369212283635,4.0,1.5701235804835976
106,correlated,ols,274.69369212283635,,2.3483032880494954
107,ccd,pls,3.590690643133159,6.0,0.16721332583666146
107,ccd,ols,3.590690643133159,,0.16721332583665288
107,correlated,pls,276.8132067238325,5.0,1.896636642059576
107,correlated,ols,276.8132067238325,,1.5225205205971197
108,ccd,pls,3.590690643133159,5.0,0.062690270717525
108,ccd,ols,3.590690643133159,,0.0626902707175314
108,correlated,pls,417.0580368869795,6.0,103.81566035570074
108,correlated,ols,417.0580368869795,,1.729887484285276
109,ccd,pls,3.590690643133159,9.0,0.06864231037726672
109,ccd,ols,3.590690643133159,,0.06864231037720707
109,correlated,pls,368.5286268628692,2.0,1.2663810007010552
109,correlated,ols,368.5286268628692,,3.1014750695451307
110,ccd,pls,3.590690643133159,8.0,0.0531745402479808
110,ccd,ols,3.590690643133159,,0.05317454024804558
110,correlated,pls,462.42531755965473,3.0,1.2705541225041073
110,correlated,ols,462.42531755965473,,1.2016041864627554
111,ccd,pls,3.590690643133159,9.0,0.08657052577120494
111,ccd,ols,3.590690643133159,,0.08657052577207325
111,correlated,pls,269.6697211481823,5.0,2.9097290628271932
111,correlated,ols,269.6697211481823,,2.051839879986228
112,ccd,pls,3.590690643133159,7.0,0.09822796713427392
112,ccd,ols,3.590690643133159,,0.09822796713426547
112,correlated,pls,386.3959931709344,6.0,1.687618789822329
112,correlated,ols,386.3959931709344,,1.5575824175088373
113,ccd,pls,3.590690643133159,6.0,0.20906309035355874
113,ccd,ols,3.590690643133159,,0.20906309035356996
113,correlated,pls,168.0927310645622,3.0,1.1785507031842677
113,correlated,ols,168.0927310645622,,0.5729420965793386
114,ccd,pls,3.590690643133159,5.0,0.04616462922912349
114,ccd,ols,3.590690643133159,,0.04616462922913329
114,correlated,pls,479.7849046515947,7.0,0.8645208932887084
114,correlated,ols,479.7849046515947,,1.3406703484608433
115,ccd,pls,3.590690643133159,6.0,0.21174387840305653
115,ccd,ols,3.590690643133159,,0.21174387840306058
115,correlated,pls,543.6891728339361,8.0,1.302047058101887
115,correlated,ols,543.6891728339361,,1.3292128193224912
116,ccd,pls,3.590690643133159,5.0,0.239292730129179
116,ccd,ols,3.590690643133159,,0.23929273012917868
116,correlated,pls,109.42681970345224,6.0,0.3615298740602691
116,correlated,ols,109.42681970345224,,0.8480649701321772
117,ccd,pls,3.590690643133159,6.0,0.08281477765646383
117,ccd,ols,3.590690643133159,,0.08281477765644597
117,correlated,pls,147.77013869548622,2.0,1.1870530559592876
117,correlated,ols,147.77013869548622,,5.410657672026253
118,ccd,pls,3.590690643133159,6.0,0.08488241411747721
118,ccd,ols,3.590690643133159,,0.08488241411747888
118,correlated,pls,276.95285004935005,5.0,1.2731145550698646
118,correlated,ols,276.95285004935005,,2.1954285966527323
119,ccd,pls,3.590690643133159,6.0,0.13030390184176507
119,ccd,ols,3.590690643133159,,0.1303039018417492
119,correlated,pls,415.2642931440824,3.0,0.6285511704539246
119,correlated,ols,415.2642931440824,,1.6279751937467746
120,ccd,pls,3.590690643133159,5.0,0.19176383772293756
120,ccd,ols,3.590690643133159,,0.19176383772291217
120,correlated,pls,880.8852885418057,4.0,1.6246229057833264
120,correlated,ols,880.8852885418057,,4.376616789026753
121,ccd,pls,3.590690643133159,5.0,0.07687980986303873
121,ccd,ols,3.590690643133159,,0.07687980986303426
121,correlated,pls,396.71963874080006,4.0,1.1876443239782397
121,correlated,ols,396.71963874080006,,0.8804152248580429
122,ccd,pls,3.590690643133159,5.0,0.07602459915604008
122,ccd,ols,3.590690643133159,,0.07602459915604233
122,correlated,pls,349.71222998867444,5.0,0.9277697897048761
122,correlated,ols,349.71222998867444,,1.5474702506566531
