sample,sensor_1,sensor_2,faulted,t2,spe
26,394.34980149976474,23.23171969643216,False,2.2193344633453576,0.10237247850998604
27,395.9733130336031,23.58561253597874,False,1.6292180780978605,0.08700738466914111
28,403.9415367288225,25.234754235600892,False,0.6634384091763047,0.046210650485052955
29,387.73517125709816,23.041272470578875,False,2.653615497586065,0.034625823316054696
30,379.91212156015047,21.61867261997761,False,6.777682717289068,0.04119973822566947
31,392.03154408926684,24.01032424249674,False,1.6260263174700609,0.07182621319490366
32,404.8668894668275,25.870524707047124,False,0.38075965931565614,0.00010221024827475274
33,390.0496374472878,22.896376562262677,False,2.0539205844242883,0.008785294601969057
34,398.55407748758023,24.71615545267092,False,0.04573829659313933,0.0004258195108034534
35,395.80859142606573,23.995165647218904,False,0.4807581896806581,0.006582850659282047
36,400.80645814196765,25.296639758822227,False,0.13902749687156066,0.009757188250767945
37,400.57642320687404,24.589095703519796,False,0.6137317771112676,0.05021091063163664
38,395.0560935298298,23.29392881189494,False,2.359891982806845,0.1250691447508285
39,411.46677156499794,26.380524591592838,False,2.882093650664152,0.11517746713163657
40,392.9974896180706,23.47066428204867,False,1.0831530596654853,0.0066468487610389804
41,409.4289739076848,26.08631977117711,False,2.04171984946188,0.08873559139720874
42,398.386764575066,24.064613960278184,False,1.1372685413957182,0.07878953124117566
43,408.9886271885367,27.053763435331952,False,2.228749094244794,0.04488979440938752
44,409.89613561037845,26.662062536495124,False,1.5383729905124977,0.0036608547238174164
45,400.7655360230052,24.876336784155587,False,0.12367329776428074,0.010336821147494187
46,398.28197073455095,25.481133612161166,False,2.0811284511373183,0.17374438011687665
47,406.06649761379566,25.38188400725975,False,1.6225473621942739,0.11275135154407237
48,414.7247130348477,27.638024023933625,False,3.5431277047757455,0.0005467517553341116
49,402.33697433715395,25.597237232374564,False,0.26106589685770387,0.011298282172197551
50,404.4047411100318,25.53870588029933,False,0.36315147126567304,0.011934257758751503
51,406.4855533179143,25.904185383686826,False,0.7105981868160427,0.014402229986207372
52,399.3526486078819,24.65040997764878,False,0.11328377980153398,0.006982207958200924
53,396.17080035751684,25.422737387054358,False,4.029785179156216,0.33581657358086825
54,398.7662397656296,23.82301604879442,False,2.4878891860830503,0.18695474198900505
55,385.8554620039528,22.556585347734273,False,3.37628615671375,0.014579594323460097
56,405.92786467212346,26.655704000634636,False,1.9679739339548634,0.08731189492359359
57,400.8459584918122,24.789486097393745,False,0.2739573434740368,0.022841162333231354
58,406.5551664317989,25.633034631811185,False,1.210037425531948,0.06657074124869727
59,397.91271902530866,25.249924833495115,False,1.369487614491314,0.11420035012864888
60,401.8745591019782,25.603974306654727,False,0.381170865313897,0.022924561761430942
61,387.241342549362,21.87899734821747,False,5.0830756076514945,0.11140931150438729
62,398.4717445518005,24.529589947351468,False,0.12101231647436977,0.003910499907165369
63,409.94419376392676,26.249028011074312,False,2.011220284308747,0.07047686039447608
64,399.4256291065614,25.152623504200367,False,0.2829854614758256,0.023646484112929238
65,404.07977133151445,25.797591451274652,False,0.31576490156263004,0.0021076230873374596
66,393.86456539313286,24.02754275936311,False,0.7082090029959551,0.012210663385997389
67,392.45281112413664,23.861739450666178,False,1.107951911043712,0.024873504228912623
68,393.2522178256935,24.830771281282622,False,3.957389233129772,0.30920246053882516
69,394.9081962279081,24.12296947214613,False,0.4665752232650817,0.0038959232553576807
70,395.9057976744655,23.680862858657346,False,1.2487117792495548,0.05885252478730883
71,401.37790074148074,25.734288901544407,False,0.9223318607814637,0.06741659221540387
72,392.5782835290251,24.537445176190975,False,3.1234285200605107,0.22521355317148806
73,402.25763301855375,24.545909516726553,False,1.8877887579905557,0.1577544742205476
74,382.9881350747947,22.46601101285925,False,5.386771903431395,0.11303672967395523
75,406.0974548765706,26.96876699133804,False,3.4052939344607953,0.1867990120823312
76,402.6483009974579,24.40819917508044,False,2.985938019314884,0.24942344975368172
77,404.10913451475545,25.465120421120385,False,0.34728508967360394,0.013980124665091579
78,388.7976579093598,22.42431964075325,False,3.227247061362963,0.04398710274414201
79,402.43076312727646,25.289711602257114,False,0.09584270194913797,0.0026590704220749734
80,404.4330461639146,25.28275171911442,False,0.8126125576996268,0.05575670273741688
81,396.55982892914164,25.001050712062188,False,1.4325907596385776,0.11524047839203078
82,396.5930326456272,23.80469415141952,False,1.1379767345519514,0.05984565332745523
83,408.82232040469444,26.725569208029434,False,1.434259231635564,0.004557430212922709
84,406.5466998005604,25.8494068232955,False,0.7931466595274572,0.023149499701327063
85,410.04527628968805,28.053784265936486,False,7.296230293506557,0.362396049428267
86,394.3734542520511,23.360678273115397,False,1.7088030541242976,0.06731891829683617
87,390.733135085709,24.06795509206522,False,2.929619492197922,0.17097132724396225
88,419.6085082004744,28.34722841625039,False,6.170545220771068,0.014599287466711592
89,402.0038693859254,25.764678192066985,False,0.7208642089962489,0.04742180348998616
90,401.3207807166555,25.109387582861515,False,0.031671510806049866,0.0014988023567592997
91,416.0,22.0,True,99.0513001635506,8.278904571329871
92,383.9090022821477,21.668042065694493,False,5.182724037299636,0.018147063849489307
93,402.95215547868173,27.169061040684937,False,8.825358142957011,0.662760328001292
94,408.5970414031955,26.267904052363825,False,1.2147623857026426,0.018064871226173958
95,398.94006670720677,25.091210254088413,False,0.33920884270474067,0.028184223448717603
96,391.30847797074483,23.60492595251674,False,1.3574399764193563,0.018637886816876573
97,406.02784711270465,26.434050729441946,False,1.173911405082987,0.031960928390345617
98,395.03798385723564,25.195773368704195,False,3.980491090542259,0.3269102199196692
99,402.2567305653916,24.620953241060583,False,1.5562315952780432,0.1300690823366521
100,405.87100490179546,26.97090525445855,False,3.6032917803155833,0.20587276193649
101,407.6008923409229,25.162487707871705,False,4.339871684779431,0.33778718725837115
102,404.55171335141756,25.85345531328957,False,0.358492949699065,0.0009204193745917274
103,392.30465765061746,22.94844242692932,False,2.4020816583155877,0.07425167853068897
104,393.50181274149594,24.25876934879146,False,1.261195831678421,0.06535128992385576
105,405.78220588838656,25.9716097808811,False,0.5127091787277434,0.0005576852085218122
106,383.3776237509278,22.915595301394657,False,6.558904370897604,0.2697137227301738
107,392.7629902224362,23.84222848241423,False,0.9591325161707784,0.014440596693117317
108,391.30259488687,23.284830169918955,False,1.3912804732872086,0.00033949802071059175
109,402.1219505881659,24.881649651564715,False,0.5967775572813367,0.04920778631377222
110,400.08761874808147,24.967218540317244,False,0.00035043405684862894,1.4565522944434941e-05
111,378.56780564291313,20.865757658577948,False,8.194008209966505,0.0016882530487222847
112,387.92606634022746,23.52843580342865,False,3.690707537698117,0.1643765920922408
113,399.5906530286022,25.624885758242996,False,1.6565092453524446,0.13559407546940355
114,416.9107811645964,28.227727779274897,False,5.025525881446221,0.004256119274005208
115,397.11705482067975,23.02072861527058,False,6.209258899501398,0.4527173548754462
116,407.3962916849653,27.02044886135509,False,2.785179491391636,0.11544843629835627
117,403.77166268583443,25.048267537301378,False,1.072941137077235,0.084202312274204
118,403.79652131586266,25.386294762863567,False,0.33827719375427046,0.016444865056084376
119,393.59529855062,24.07145000591703,False,0.8573005978664088,0.024396572844520157
120,403.261080914251,25.212247060044877,False,0.4015465623755676,0.02700306673657022
