contaminant,modified_z,classical_z
1.0461462815865095,94.515997524835,3.6133477949989334
1.104899409048592,99.94454304060741,3.6134992084428688
1.1669521993277534,105.67796372750627,3.6136345377494155
1.2324899663838909,111.73338182752038,3.6137555105157015
1.301708431683863,118.12888119315522,3.6138636659209786
1.3748143087025209,124.88356129290594,3.613960375702005
1.4520259202501888,132.01759424975845,3.6140468627305347
1.5335738504701677,139.55228508305723,3.6141242174761805
1.6197016334533927,147.51013533364596,3.6141934126031323
1.7106664805267042,155.9149102622902,3.6142553159189266
1.8067400483867142,164.79170982206338,3.614310701866972
1.9082092503732013,174.16704361664716,3.6143602617314503
2.0153771133048353,184.06891006840135,3.6144046127029674
2.128563682436058,194.52688003263012,3.6144443059356433
2.2481069772376894,205.57218510774914,3.6144798337108384
2.3743640008555866,217.23781090508288,3.6145116358091065
2.5077118062620074,229.55859555683253,3.614540105180059
2.648548622283608,242.57133375639705,3.6145655929893277
2.7972950428688486,256.3148866417533,3.6145884131126413
2.954395283146418,270.8302978500495,3.6146088461389096
3.1203185060257637,286.1609160899972,3.6146271429370844
3.2955602233014814,302.3525245981111,3.6146435278353124
3.4806437754457997,319.45347786540214,3.614658201455332
3.6761218945084067,337.51484604284565,3.614671343240198
3.8825783547910544,356.5905674568745,3.6146831137091127
4.100629716226499,376.7376096903688,3.6146936564693237
4.330927165668167,398.0161397101915,3.6147031000116914
4.574158461589431,420.48970354934255,3.6147115593135535
4.831049988000027,444.22541608032515,3.6147191372698706
5.102368923713499,469.2941614464685,3.6147259259713214
5.388925533443912,495.77080474977015,3.614732007845926
5.691575587573956,523.734415627442,3.6147374566789754
6.0112229178208185,553.2685043848462,3.6147423385243798
6.348822116432044,584.4612713900083,3.6147467125191546
6.705381386972243,617.4058704744954,3.614750631611433
7.081965555214185,652.2006871272771,3.614754143211306
7.479699249126062,688.9496323123713,3.614757289772739
7.899770257451494,727.7624527877188,3.614760109313937
8.343433076912403,768.7550588520309,3.614762635882739
8.812012658628054,812.0498704983835,3.6147648999728914
9.306908364938554,857.7761830083126,3.6147669288964277
9.829598148449426,906.0705530782157,3.6147687471168273
10.38164296577754,957.0772066311857,3.61477037654711
10.96469143917951,1010.9484695321586,3.614771836816582
11.580484779984161,1067.8452224926707,3.6147731455095617
12.230861988532173,1127.9373815237357,3.6147743183790366
12.917765346152096,1191.4044053716689,3.6147753695379077
13.64324621557388,1258.4358314522626,3.6147763116301834
14.40947116710223,1329.2318418838192,3.6147771559842377
15.21872844884496,1404.0038613094375,3.614777912750024
16.073434820318948,1482.975188293888,3.6147785910219246
16.976142769841587,1566.3816621806748,3.61477919894876
17.929548137261552,1654.47236740077,3.614779743832293
18.936498164793587,1747.5103773363892,3.6147802322154416
20.0,1845.7735399612452,3.614780669961288
