sample,stationary,mean_shift,spread_growth,random_walk
36,0.5859638142409831,0.5859638142409831,0.3378031563315721,-3.2948607240203964
37,1.3944537651275435,1.3944537651275435,0.6502737737958818,-2.2519852474374424
38,0.6297158228682022,0.6297158228682022,-0.12973646376665382,-2.4589416836457665
39,-0.435686048260651,-0.435686048260651,-0.5126913474090877,-3.2724572256273388
40,0.08623896955911892,0.08623896955911892,0.22025609705615334,-2.9248066271118294
41,0.29928912269831887,0.29928912269831887,0.15766060129770673,-2.6772608861489817
42,1.2783862420333998,1.2783862420333998,0.7034969894606438,-1.5784481177345733
43,-0.5175490335853051,-0.5175490335853051,-0.8267210187470124,-2.863028896539918
44,-0.9721423505067308,-0.9721423505067308,-0.4280050258977875,-3.524641826895466
45,-1.4214523710197131,-1.4214523710197131,-0.5450184160246332,-4.36280878761114
46,-2.586886268844679,-2.586886268844679,-1.1333335764610375,-6.096823633843991
47,-1.4256972061098114,-1.4256972061098114,0.08305842649418699,-5.970389078646995
48,-0.3276141111703629,-0.3276141111703629,0.3484917630083134,-5.442584866151471
49,-0.9353584981780242,-0.9353584981780242,-0.49026550502776806,-6.181374897627277
50,0.8244319755893441,0.8244319755893441,0.9241502608701425,-4.795727823131118
51,1.3165835220140418,1.3165835220140418,0.550922572903447,-3.973803486470683
52,1.4173265920439604,1.4173265920439604,0.42261504041759346,-3.346427007635148
53,1.2521030466673462,1.2521030466673462,0.27194027642623253,-2.944719916194178
54,1.7069313924490426,1.7069313924490426,0.6501424833269094,-1.989050351745543
55,-0.30782100407367663,-0.30782100407367663,-0.9105938969831392,-3.321030191288645
56,0.4292370558056584,0.4292370558056584,0.42175635120170146,-2.7071005330387807
57,0.860319067016843,0.860319067016843,0.4161072131320212,-2.1043236995053327
58,-1.251527136932869,-1.251527136932869,-1.226188762609192,-3.8720422766483074
59,-0.40388618010534166,-0.40388618010534166,0.24187824308464698,-3.5250121745939276
60,-0.4927530547731734,-0.4927530547731734,-0.17537855583444364,-3.775433521303896
61,0.4858708631977953,0.4858708631977953,0.549936254407356,-2.993910825242197
62,-0.1475396697189914,-0.1475396697189914,-0.31042209760359374,-3.4329730128798657
63,-0.10676465948049517,-0.10676465948049517,-0.01295740388930249,-3.451213870528966
64,0.2787927216293584,0.2787927216293584,0.24468952195876084,-3.1083623532113105
65,-0.7089860557665927,-0.7089860557665927,-0.6283044996922158,-3.9846240419555183
66,0.17320501472042876,0.17320501472042876,0.43120943854730526,-3.3860273937751337
67,-0.0010401796914109723,-0.0010401796914109723,-0.0759625078881639,-3.490990582298802
68,0.4918585158643963,0.4918585158643963,0.35805706613073496,-2.9985079586195593
69,-0.2267223968181501,-0.2267223968181501,-0.3811417512893901,-3.520345464956347
70,0.9501681051866275,0.9501681051866275,0.7969709153096309,-2.4341439216788294
71,1.1753028415414506,1.1753028415414506,0.44607124119634867,-1.8289419432493552
72,0.5271566802055336,0.5271566802055336,-0.13180984718368255,-2.006966967968692
73,0.9482511652169303,0.9482511652169303,0.4700115417115247,-1.3750098108750821
74,1.8287058604887831,1.8287058604887831,0.941135951098472,-0.11525464951645703
75,2.8883990297912585,2.8883990297912585,1.344129204202581,1.6759208639815317
76,0.15946304743453554,0.15946304743453554,-1.1860930404904158,0.10234449354131225
77,0.9788096400832409,0.9788096400832409,0.6686148189829927,0.9854763051638318
78,1.0523542925633258,1.0523542925633258,0.35365393260074324,1.450544813677213
79,0.5375517953516514,0.5375517953516514,-0.07168832543447809,1.356684033490869
80,-0.6841338577660805,-0.6841338577660805,-0.7722246037094562,0.35001909851379764
81,0.8467082988134953,0.8467082988134953,0.9686019117159529,1.6072077119869412
82,-0.7537130141564733,-0.7537130141564733,-0.9763197996019339,0.34546971854237074
83,0.11471765724086497,0.11471765724086497,0.44058950634311456,0.9124151842771197
84,1.3706985905472084,1.3706985905472084,1.016065589690747,2.2142831804798093
85,-0.7772501337231545,-0.7772501337231545,-1.2538309361271613,0.6146138924283298
86,-0.768867920717155,-0.768867920717155,-0.23812547877772652,0.3120960519450674
87,-1.7705375699465922,-1.7705375699465922,-1.0349151303739026,-0.9971207655712319
88,-0.8182684339320546,-0.8182684339320546,0.19373577357440852,-0.7530666575353313
89,1.023414070315422,1.023414070315422,1.2072022118483265,0.7613084731393234
90,2.637604471361451,2.637604471361451,1.6198582904642218,2.784864502311521
91,-0.19555176006664476,-0.19555176006664476,-1.429319038812041,1.0067500594280059
92,-0.692280061761047,-0.692280061761047,-0.4640865513624918,0.43180105370694577
93,0.28817705627428325,0.28817705627428325,0.5702356307381595,1.1353461470378572
94,1.7522788858577916,1.7522788858577916,1.2853825841326305,2.714718799131079
95,1.4725779757929724,1.4725779757929724,0.34421136957299947,3.1359294434093767
96,0.1373947878850741,0.1373947878850741,-0.612243250109906,2.3897774458186674
97,0.37956838236848295,0.37956838236848295,0.24479866445087797,2.686908955456106
98,0.2111218284402565,0.2111218284402565,-0.01374760281469595,2.670289754475273
99,-0.07706762532401551,-0.07706762532401551,-0.16921704405361315,2.4665490320871033
100,-0.7807116737418296,-0.7807116737418296,-0.6124679694898773,1.732077933539683
101,-0.08116724830209221,-0.08116724830209221,0.32422498765512064,2.1193376894826885
102,0.2591792773845559,0.2591792773845559,0.25879364252952575,2.4272173158484995
103,0.06252343885438327,0.06252343885438327,-0.07846991066752095,2.334233188272149
104,-0.18417387638804014,-0.18417387638804014,-0.18782408914539245,2.1125452485714793
105,-1.395420896372497,-1.395420896372497,-1.0929298709348303,0.8276286780318063
106,-1.3234282049649315,-1.3234282049649315,-0.4151566840448133,0.34145301089037294
107,0.41239274836768347,0.41239274836768347,1.0342435830325558,1.5479026822370154
108,0.056877392154581846,0.056877392154581846,-0.16399462673528806,1.3573444253709872
109,-1.4055708815453762,-1.4055708815453762,-1.2438119556990481,-0.08235289146713809
110,0.4911002780240906,0.4911002780240906,1.1573339536080283,1.2520899154841783
111,0.8249255752973745,0.8249255752973745,0.461658448286883,1.7823553239670984
112,2.603042373803728,2.603042373803728,1.8423765600757034,3.8904423525924017
113,1.6243375936739566,1.6243375936739566,0.05484164443296969,3.952954521984122
114,0.5132179771526817,0.5132179771526817,-0.40631112762899435,3.4915699429324296
115,-1.1397139124839375,-1.1397139124839375,-1.2796792454117727,2.043925244156883
116,0.6400100225735169,0.6400100225735169,1.1746579193471651,3.3677636142207623
117,2.953517526534622,2.953517526534622,2.2885382173296125,5.937275127211274
118,0.9511755786968981,0.9511755786968981,-0.7339076108236813,5.116340189987399
119,-0.07638229300605959,-0.07638229300605959,-0.5806504284148691,4.469252549763201
120,0.5503594228687059,0.5503594228687059,0.5369680415421174,5.0654413484355425
121,-0.5001297816921632,-0.5001297816921632,-0.7506378184914004,4.235095913022156
122,-0.5706362360074871,-0.5706362360074871,-0.24548993732930696,3.9645375460299666
123,-0.6922194410465616,-0.6922194410465616,-0.3185917613449898,3.614699846587897
124,-0.22337277733587982,-0.22337277733587982,0.1754549095031741,3.8066587338799542
125,0.9607947769991522,0.9607947769991522,1.004345132969405,4.9014771772806345
126,0.5985444559134109,0.5985444559134109,0.020317655638108032,4.923544766994554
127,1.2780367693281853,1.2780367693281853,0.8491097462676241,5.842454862774693
128,0.34693316559641757,0.34693316559641757,-0.389396129763396,5.422565966774199
129,0.5359584350812537,0.5359584350812537,0.3050879526974913,5.750364502497602
130,-1.816650528464437,-1.816650528464437,-1.9972240690027203,3.612138912984413
131,-2.5399383838600507,-2.5399383838600507,-1.3591750242032548,2.1621908462030244
132,-0.7280496176342561,-0.7280496176342561,0.7487432521639061,2.9581042588847986
133,-1.0269791696214996,-1.0269791696214996,-0.5571443825670367,2.3679548598438527
134,-0.03627257830024233,-0.03627257830024233,0.5494185627224258,2.94786978331651
135,0.5205807078344987,0.5205807078344987,0.5156344793271115,3.490214038131154
136,1.634627282937514,1.634627282937514,1.2615732345281128,4.812492896367969
137,1.7926354294387092,1.7926354294387092,0.777297446952089,5.62435195604417
138,2.092572607829837,2.092572607829837,0.9770926911867859,6.641343306210781
139,1.1438722340336926,1.1438722340336926,-0.10766309425472607,6.529671975546572
140,-0.011961836142662552,-0.011961836142662552,-0.6755530213993121,5.831386798983694
141,-0.7387358794112615,-0.7387358794112615,-0.7101860254548809,5.09982802125803
142,-0.9312854679354896,-0.9312854679354896,-0.4754150904148173,4.611784080969297
143,-1.6886003947743995,-1.6886003947743995,-1.1043655196238287,3.4819549669561916
144,-1.560603818984998,-1.560603818984998,-0.5369333964869957,2.9345113848358335
145,-1.0289313428994729,-1.0289313428994729,-0.09110092798705428,2.8419423333273595
146,-0.3657468486338692,-0.3657468486338692,0.24846155697510733,3.093554290433174
147,-0.5583388992501068,-0.5583388992501068,-0.3357791050190611,2.754663500363389
148,-2.258686205903346,-2.258686205903346,-1.9124426492710842,0.8309806340101069
149,-1.4274946780449314,-1.4274946780449314,-0.07210194543488635,0.7586976795071831
150,-0.631151019799741,-0.631151019799741,0.22553388868583824,0.984043466534401
151,0.7057849827639995,0.7057849827639995,1.0890017866081338,2.068519061178245
152,1.0013348852742263,1.0013348852742263,0.5822051101905699,2.6463829567940715
153,-0.04275975498097373,-0.04275975498097373,-0.6505442328232155,2.002822270648562
154,-0.7494324131133021,-0.7494324131133021,-0.7340471790914294,1.279045710523844
155,1.5609380745077421,1.5609380745077421,2.045841719345582,3.289643232899567
156,1.6932007987218802,1.6932007987218802,0.7724275607371273,4.0462811869168025
157,2.8473603019709692,2.8473603019709692,1.875773507929325,5.8777210096546435
158,3.8378607124022346,3.8378607124022346,2.188102018306672,8.007165540874297
159,1.4846327608359478,1.4846327608359478,-0.8433500235873627,7.189081874268904
160,1.2760489587790276,1.2760489587790276,0.39845464567760563,7.574351176546363
161,1.2237963801044633,1.2237963801044633,0.47537695076164377,8.032518181383411
162,1.293890052124564,1.293890052124564,0.5825012048457193,8.592130405445296
163,1.3182362565568055,1.3182362565568055,0.5658761968513073,9.134032630727363
164,0.9929963908456642,0.9929963908456642,0.21166825486146412,9.336087267638945
165,0.7699270787571616,0.7699270787571616,0.18299559141106161,9.510216511888707
166,-1.0405436938401431,-1.0405436938401431,-1.5840212233741886,8.007716570794267
167,-0.7897273994883343,-0.7897273994883343,-0.17492762862641306,7.842315387610019
168,-1.2214561407105335,-1.2214561407105335,-0.7931758263716899,7.094695686592486
169,-0.6067863788198913,-0.6067863788198913,0.13419141456443795,7.220782992198915
170,-0.8316180873555106,-0.8316180873555106,-0.4991583193834001,6.753236732135339
171,0.11954989874963629,0.11954989874963629,0.6624057794174084,7.371757483298282
172,0.890805648929725,0.890805648929725,0.8799252406995717,8.190833192978225
173,0.8431757543663662,0.8431757543663662,0.33265596262605485,8.499525557986756
174,0.8220735969357058,0.8220735969357058,0.34176773529972665,8.815693702302642
175,0.5861908431113899,0.5861908431113899,0.10078275772120739,8.908640387252609
176,-0.09608338709537073,-0.09608338709537073,-0.48704562147725594,8.460842494290404
177,-0.2221512964899933,-0.2221512964899933,-0.17946840763959224,8.296341230057633
178,-0.6289368412011409,-0.6289368412011409,-0.5423973196958823,7.800695166750488
179,0.010625029425107846,0.010625029425107846,0.4258790328895801,8.18868230089628
180,0.02048842949703724,0.02048842949703724,0.0155388899996342,8.202795712738252
181,0.5935842563070726,0.5935842563070726,0.6419434522199573,8.784086911347103
182,-0.9724977578138567,-0.9724977578138567,-1.4717164519955586,7.4554385997490025
183,0.3042802737165575,0.3042802737165575,0.9863386925766978,8.343217528153874
184,-0.5801280726208122,-0.5801280726208122,-0.8499160903136451,7.580521291303127
185,-1.0823590298427537,-1.0823590298427537,-0.820704380146817,6.84623910503286
186,-0.8468584027673902,-0.8468584027673902,-0.22134050807121386,6.648796120171123
187,-1.0714996293956998,-1.0714996293956998,-0.6334549579961628,6.085411532435857
188,-0.35177458213912927,-0.35177458213912927,0.3283056253073377,6.376536727934147
189,-0.7852295257485183,-0.7852295257485183,-0.6494100768865864,5.802371951469107
190,-1.5406152659680366,-1.5406152659680366,-1.2132053348541068,4.732894400950181
191,-1.7701719679598353,-1.7701719679598353,-0.96229484793038,3.887091592571168
192,0.24988014449161122,0.24988014449161122,1.497062775993898,5.19907491783868
193,0.19418641533224107,0.19418641533224107,0.050649556395411625,5.243333246475954
194,-1.0510184357452652,-1.0510184357452652,-1.3400284989973612,4.075802961531345
195,-0.6222336582697383,-0.6222336582697383,0.009643104325261465,4.084180364708765
196,-1.9292866096672519,-1.9292866096672519,-1.7962219461916367,2.528233950003356
197,0.631994592171957,0.631994592171957,2.071893836316854,4.317800507975664
198,-1.1452814049878037,-1.1452814049878037,-1.770074391456386,2.7933223476846862
199,-0.2084161383471137,-0.2084161383471137,0.5574791510689217,3.272075052330255
200,0.41857598130595897,0.41857598130595897,0.6348349786106877,3.815700716644482
201,-1.198862165056954,-1.198862165056954,-1.6981309504493012,2.3656929628039527
202,-0.41904078061588396,-0.41904078061588396,0.3526619878251518,2.665969481222241
203,0.7457475717962292,0.7457475717962292,1.1744655665057484,3.6631415213880008
204,0.9150238288395928,0.9150238288395928,0.5522696405284017,4.130716807149856
205,0.8100305713871077,0.8100305713871077,0.3091670224743543,4.391733081233208
206,1.4351150242932693,1.4351150242932693,1.127349397094332,5.340829762694213
207,1.0219735634646239,1.0219735634646239,0.19166176232397422,5.501734311582875
208,0.9496094261558303,0.9496094261558303,0.40185691756115793,5.838159599659931
209,0.44305410920956645,0.44305410920956645,-0.15177885576330713,5.7114480531759995
210,0.8976381915412157,0.8976381915412157,0.758905208460993,6.343253779191476
211,-0.40280123231263665,-0.40280123231263665,-1.1339042775154586,5.40186963195411
212,0.5500825194866413,0.5500825194866413,0.9563284103430727,6.193632890828333
213,-0.1752520220965294,-0.1752520220965294,-0.6120137942630501,5.688331357039819
214,-1.1958045863187636,-1.1958045863187636,-1.3246249230413447,4.597677983978973
215,-0.3522337960192889,-0.3522337960192889,0.4448232274384835,4.962926939750942
216,1.4816152739120703,1.4816152739120703,2.067440711084383,6.6558824912745855
217,1.850647375937979,1.850647375937979,1.1776143041766365,7.6175607028653225
218,0.5947385979601205,0.5947385979601205,-0.6331560070146268,7.101910875262655
219,1.0549028307746913,1.0549028307746913,0.8594641203655785,7.799970547261275
220,0.17873257874344572,0.17873257874344572,-0.5607473189214565,7.345761427539905
221,-0.016779908890246956,-0.016779908890246956,-0.15352324995839253,7.221741971403591
222,0.0794605478829284,0.0794605478829284,0.11112593440216435,7.311270464620668
223,-2.2695418881708678,-2.2695418881708678,-2.8839502181960204,4.994052247720043
224,-1.1701103667400372,-1.1701103667400372,0.2391185938338169,5.185667013882526
225,-1.7316754088620283,-1.7316754088620283,-1.2883006461086737,4.15605782506452
226,-1.7364038587724604,-1.7364038587724604,-0.8749500133749842,3.4586592116092767
227,-2.5162327259841946,-2.5162327259841946,-1.8546797570585332,1.9842688008885583
228,-3.02629785373672,-3.02629785373672,-1.9127875355750532,0.46771058274235466
229,-2.7590431129634734,-2.7590431129634734,-1.1928594049190182,-0.4755538179790868
230,-0.8298285724795023,-0.8298285724795023,1.0468132650739113,0.3500434773194949
231,1.168144203975874,1.168144203975874,2.118014167101023,2.0160848247830705
232,0.675681418866005,0.675681418866005,-0.032127039294078674,1.990879721263551
233,1.497199784882915,1.497199784882915,1.3952687139277384,3.082670654826863
234,0.634339224051067,0.634339224051067,-0.3382389757585783,2.8186900079481814
235,-1.53136929036212,-1.53136929036212,-2.456198812484189,0.906717183155421
236,-0.7689049581958418,-0.7689049581958418,0.19308959809771858,1.0566337991768513
237,-0.01569471177493359,-0.01569471177493359,0.5754740092500484,1.5022820623194229
238,-0.4380333818225427,-0.4380333818225427,-0.5549117499407433,1.0736655075618402
239,0.03940420511939735,0.03940420511939735,0.39228604691243335,1.375889741774763
240,0.5961987706809591,0.5961987706809591,0.7450878046935984,1.9484459893840838
241,-0.5056883052251206,-0.5056883052251206,-1.1264657998426268,1.0850384217503877
242,-1.7802470806993749,-1.7802470806993749,-1.931718723608733,-0.39179567581391495
243,-1.2894024137616371,-1.2894024137616371,-0.2901421483742079,-0.6130498411559271
244,-0.984701988527365,-0.984701988527365,-0.2774794248128989,-0.8241103814263099
245,-0.9434844069718351,-0.9434844069718351,-0.4648207134204524,-1.176773595281726
246,0.421156108618265,0.421156108618265,1.3045172034094845,-0.1895268424803599
247,1.9782824545803972,1.9782824545803972,2.285901009008997,1.5360619469290784
248,0.7703224547644291,0.7703224547644291,-0.5533267158699837,1.119414928945269
249,1.1610801760214091,1.1610801760214091,0.9304877224913098,1.818301632108021
250,1.637579218539781,1.637579218539781,1.255883847721344,2.7592327450349567
251,1.69570395154725,1.69570395154725,0.9542485325030722,3.4723891654583383
252,2.064908658058053,2.064908658058053,1.4051005537708119,4.519875452588041
253,0.849701224802146,0.849701224802146,-0.5234324171307653,4.130631482555355
254,1.2496270943946015,1.2496270943946015,0.9973182559382321,4.870437842068669
255,2.77425819249625,2.77425819249625,2.735923417492916,6.894919777928158
256,2.4682204748778096,2.4682204748778096,1.088772289544104,7.698585337308217
257,0.8610386160097254,0.8610386160097254,-0.8418756254823827,7.078691668391257
258,1.1243356635403794,1.1243356635403794,0.8273615005068796,7.686404162325801
259,1.936981689829722,1.936981689829722,1.722864588429452,8.948784454031296
260,1.5311753002874615,1.5311753002874615,0.5048151280405684,9.317770740420924
261,0.3553044840296199,0.3553044840296199,-0.7726772485498448,8.754370044278067
262,1.7562632734393486,1.7562632734393486,2.121413789846859,10.297450627299645
263,-0.1960090824993166,-0.1960090824993166,-1.7223417311146834,9.047683580736718
264,0.3858195971563366,0.3858195971563366,0.6954661537692475,9.551108627392646
265,0.21531618382667395,0.21531618382667395,-0.022400065142709025,9.534933052925517
266,-1.0644760148814978,-1.0644760148814978,-1.6569833897914743,8.341267327748014
267,0.58076407465405,0.58076407465405,1.6968469303278593,9.560717011330963
268,0.6963460384937756,0.6963460384937756,0.4852422112478703,9.908604605032309
269,-0.7489905540028037,-0.7489905540028037,-1.6313747467787483,8.74180642793324
270,0.152334024160161,0.152334024160161,0.8433237985537018,9.343534784495082
271,-0.3402000144152434,-0.3402000144152434,-0.6063301518011562,8.911934355583742
272,-2.106908510816272,-2.106908510816272,-2.679469284771237,7.009145853416616
273,-1.9530502318897156,-1.9530502318897156,-0.9724028105603667,6.320240728016664
274,-0.9082786916322136,-0.9082786916322136,0.37288789942841283,6.58379217551828
275,0.09073567129679527,0.09073567129679527,0.9015519230243186,7.219495061794404
276,0.22000630790634967,0.22000630790634967,0.23535645528668453,7.385059966922676
277,0.17716879601180024,0.17716879601180024,0.06435448600539205,7.430224978190666
278,0.5762912847503425,0.5762912847503425,0.6712461621219715,7.900214985333928
279,0.13479866888499153,0.13479866888499153,-0.3020233846997846,7.689238883368715
280,1.257833805273289,1.257833805273289,1.6888021403813052,8.866193487311008
281,0.9033419313774063,0.9033419313774063,0.21378093478442817,9.014835135524441
282,0.8359267113001689,0.8359267113001689,0.4237082814041096,9.308756687998166
283,1.0423550183258472,1.0423550183258472,0.7814048867827097,9.849555679543911
284,-0.4317558293089696,-0.4317558293089696,-1.531041684414248,8.792386839239434
285,-0.9682803739351411,-0.9682803739351411,-1.0295037879567877,8.083159962889674
286,0.9476108896787309,0.9476108896787309,2.223967776103004,9.611739076929489
287,0.9038752241682182,0.9038752241682182,0.4889685159103769,9.947047767290469
288,0.2597090558857524,0.2597090558857524,-0.4130724154049897,9.66443168867529
289,0.4973089623429473,0.4973089623429473,0.5002534165811147,10.005915217486786
290,-0.1832368576557818,-0.1832368576557818,-0.7071565204284364,9.524292982425235
291,0.16862417403882557,0.16862417403882557,0.40994354495720825,9.80285927105753
292,-0.5646965505667626,-0.5646965505667626,-0.9821320151648018,9.136988216067472
293,-0.06279911300089619,-0.06279911300089619,0.40803783431356827,9.413007033406632
294,-1.615382020119547,-1.615382020119547,-2.3375809936279146,7.835304481087623
295,0.36169058159395384,0.36169058159395384,1.9763825650511255,9.166224274753304
296,-0.29594352374061605,-0.29594352374061605,-0.7634423096984393,8.653266402056316
297,-1.7588073112395564,-1.7588073112395564,-2.3586627871706165,7.072025205061129
298,-1.279126081330787,-1.279126081330787,-0.33464146494608704,6.848183510474076
299,-1.1384718435166825,-1.1384718435166825,-0.5558749328206908,6.477187315755866
300,-0.5306846875095579,1.4693153124904421,0.2288520493006781,6.629585734356318
301,-1.4636614213538568,0.5363385786461432,-1.7236117260043105,5.484335125508196
302,-0.48073125302205577,1.5192687469779442,0.5995161425884781,5.881800725298454
303,3.335128936554771,5.335128936554771,5.477697064803386,9.50536841366646
304,0.7224096411895726,2.7224096411895724,-1.9372136169858694,8.22670069292317
305,0.7711613604130291,2.771161360413029,0.5127751520843075,8.564416268622455
306,0.1519779625973926,2.1519779625973925,-0.4728217614396699,8.25369741497203
307,0.2837950723728493,2.2837950723728495,0.2937356883355041,8.446305709786445
308,-1.6415319944135536,0.3584680055864464,-2.7691338466444315,6.634496671949182
309,-2.1359285846264777,-0.13592858462647772,-1.763023561719753,5.483487283970836
310,-0.8218976155732113,1.1781023844267886,0.705604244772721,5.943146819173512
311,-0.5315565887391493,1.4684434112608507,-0.05910217841852692,5.904728799778289
312,1.316304227347492,3.316304227347492,2.5211059428643936,7.539966980369271
313,0.08498514413712865,2.0849851441371285,-1.0889649191104338,6.835169588097904
314,0.22549061363867184,2.225490613638672,0.27019751492079475,7.009669115254299
315,3.048415820721031,5.048415820721031,4.5204447247644595,9.922790567792127
316,1.0634880560146867,3.0634880560146867,-1.1905183272509243,9.157229131374194
317,-0.26574065986714535,1.7342593401328545,-1.4085618800664543,8.253395637898237
318,-0.19457448081537532,1.8054255191846247,-0.054865099197587565,8.218265553003148
319,-0.16130736732488413,1.8386926326751158,-0.06974542806081846,8.173702874167489
320,0.7473828597276042,2.747382859727604,1.3240319861020389,9.017870154290025
321,0.5780055886341473,2.5780055886341473,0.20366558303660445,9.147446027087609
322,-0.40993595906814695,1.590064040931853,-1.1919591671228504,8.390706714838974
323,-0.03454002343331161,1.9654599765666885,0.33372133125736836,8.60212826684655
324,2.6178727385187175,4.6178727385187175,4.173740272234261,11.240725019425255
325,2.8424973171522527,4.842497317152253,2.015941742073374,12.512498693466277
326,-1.0766707273318716,0.9233292726681284,-4.4194222294131835,9.730329575843054
327,-0.7880193499934274,1.2119806500065726,-0.22606532072148475,9.58831266224875
328,-1.3479021319470221,0.6520978680529779,-1.3959081698232851,8.713222140297784
329,-0.18647876476306235,1.8135212352369376,0.9946850710232588,9.335484654702935
330,-0.2851507394819377,1.7148492605180623,-0.2775397490130621,9.162221174078834
331,1.7616053043060313,3.7616053043060313,3.1023154619321853,11.094916922074027
332,1.9881987462025255,3.9881987462025252,1.4979056186090427,12.026152485692934
333,2.0833221401807887,4.083322140180789,1.435198652202719,12.916555378152209
334,1.4365643441350249,3.436564344135025,0.3013480810946393,13.10312643817876
335,0.8216409531734873,2.821640953173487,-0.06522299646351935,13.062828784871233
336,0.8331645007786199,2.83316450077862,0.551727547415031,13.403008713745761
337,1.795178491885947,3.795178491885947,2.105099961512817,14.698288505164536
338,1.6114968650043653,3.6114968650043653,0.8702791661284031,15.232678275037333
339,0.6157655531649564,2.615765553164956,-0.5730084859871708,14.88154570919967
340,1.6445439903678705,3.6445439903678705,2.0850507895998067,16.156630367668566
341,1.1788367632774295,3.1788367632774293,0.3147851873608649,16.348740736725272
342,0.629686994494834,2.629686994494834,-0.12743641890541205,16.27112567325365
343,-0.4135646419651317,1.5864353580348682,-1.3020064682828592,15.479748834591618
344,-0.8141310616452295,1.1858689383547705,-0.9330840951758325,14.913756558125467
345,-1.1245254167141017,0.8754745832858983,-1.0506983114187494,14.277709778398503
346,-3.467072409782351,-1.467072409782351,-4.622073662597633,11.485352618644612
347,-1.0633972454712473,0.9366027545287527,1.6865387313782558,12.502198819042775
348,-0.07156077785493742,1.9284392221450626,0.9414497835816124,13.068676388470585
349,-0.2572070582920604,1.7427929417079395,-0.35681955776318897,12.854405796891488
350,0.8916595034339667,2.8916595034339667,1.7453434833722845,13.900389535300691
351,0.972983481593772,2.972983481593772,0.7322950938275327,14.338377314834084
352,0.9553575679258639,2.955357567925864,0.6224840820467351,14.709944793803684
353,-1.9015490088231455,0.09845099117685452,-4.154214940069026,12.235181244225021
354,-1.373945324904506,0.6260546750954941,-0.39192577463722617,12.002165324614403
355,-0.2921780691754504,1.7078219308245495,0.8969030425075826,12.534354450381656
356,1.4343799902829668,3.4343799902829666,2.7181940406574325,14.144041282169892
357,2.7009228757872767,4.700922875787277,3.1137543614680014,15.98433616378739
358,3.0463919711926395,5.046391971192639,2.4172599975441362,17.410174409507665
359,0.666225664166082,2.666225664166082,-1.973184783178828,16.248564890958164
360,-1.797935968587553,0.2020640314124471,-3.74044400458331,14.050893523870961
361,-0.5082920064455996,1.4917079935544004,0.972845860706396,14.621363098577893
362,-0.2773593685167166,1.7226406314832834,0.04718665689713387,14.648978933928536
363,0.7961376332424166,2.7961376332424166,1.6479104546551484,15.611532188280982
