t,true_state,observation,filtered,smoothed
83,0.8805127137734364,0.6598515059573499,0.5197411538440806,0.48435604687464695
84,0.7713981020115168,0.24186764288584772,0.5017290290267353,0.4819034957632055
85,0.643630085372856,-2.2924153606442568,0.32060953738545417,0.48052937755643466
86,0.7066712344496793,0.8223330615423052,0.35313170909699426,0.49161354344623504
87,0.7647878156909599,-0.30575659400480604,0.3104220838936487,0.5012118529264354
88,0.8942436976350716,-0.10844060139774792,0.28327115685217363,0.5144357096562222
89,0.8187831185090785,0.17852071311870465,0.2764811844193414,0.5304580246218445
90,0.9876938637534458,1.7199955784647432,0.3700502978999986,0.5480615232838049
91,0.9589550929725792,-0.2115757154351039,0.33234915050505465,0.5603997574777239
92,1.116395920857038,-0.31788553881708403,0.29020082633921424,0.5762063225130909
93,1.0731173361387782,1.7129694113111564,0.3824248245702298,0.5960298628106881
94,0.9995690069045507,1.7539379115441016,0.4713263473643368,0.6108352179197325
95,1.0245475440604175,0.06561383626619544,0.44502807227413316,0.6205048420809003
96,1.1276928525473646,1.6900905298403237,0.525732928614499,0.6326674801481287
97,1.1437938102188991,0.852161379804147,0.5468919824787697,0.6400793287092249
98,1.0852409278065656,1.3865331043601257,0.6013173894779678,0.6465383351859028
99,0.9511189563988987,-0.3098413236666355,0.5422562536033726,0.6496726937035553
100,0.8109669349071559,1.643861384267991,0.6136620583200375,0.6571179560983607
101,0.8612352198946425,2.0644941740111404,0.7077046432999287,0.6601299783390407
102,0.960206523223223,1.5972797588494063,0.7653666662257683,0.656832474146068
103,0.9437770639606939,1.5021170256558372,0.8131226146946,0.6493097290785563
104,0.8363405781378505,-2.9359345779848836,0.5701098589403601,0.6379554920112139
105,0.9236447934000211,1.184274542466961,0.6099198192396508,0.6426580256427414
106,0.7956053989285639,0.7701600822360203,0.6203065402605805,0.6449271849826594
107,0.7242985894226366,0.5772530825763035,0.6175158298164896,0.6466336980531708
108,0.7864003747766465,0.1558223848056265,0.5875890227586321,0.6486519243022747
109,0.5613862574191872,0.6167512323327411,0.5894793066940877,0.6528843347468472
110,0.6000232171758179,1.0121406223041516,0.6168760579332491,0.657279083967582
111,0.5418591335348676,0.2780709729942426,0.5949148390204647,0.660079511527795
112,0.552787103282649,0.08946296357277816,0.5621516404033933,0.6645962267712076
113,0.5452169506605667,1.774970761599838,0.6407661090908585,0.671696900319885
114,0.5654283901649627,-0.5399387171041626,0.5642332819000037,0.673840785869583
115,0.6348455838356635,1.6650007816595402,0.6355845984269618,0.6814379390846343
116,0.5590086087458226,0.7358210724763472,0.6420818869220287,0.6846161418781997
117,0.7011068109770142,-0.1031988343054131,0.5937730883614458,0.6875642911969343
118,0.7737161898717907,0.48373429380247684,0.5866404179524127,0.6940651805089633
119,0.8580894561021175,-0.06190414671007938,0.5446020215724624,0.701511044275324
120,0.9745758542132203,1.6496403726226596,0.6162301583587178,0.712386779254735
121,1.0533346763838072,1.4012364383542786,0.6671139450053066,0.7190516219737089
122,1.1377425444416664,0.5809463692884852,0.6615285980503157,0.7226515452473888
123,1.145301905515955,0.04308360646173193,0.6214412478969464,0.7268881214322249
124,1.0026245204169817,1.3043406139180522,0.6657065033127447,0.7341968940429978
125,0.9891200104132803,1.946505617255212,0.7487273726311081,0.7389441253651087
126,0.9121685463956097,0.7983321970137283,0.7519427368058642,0.7382660252975257
127,0.7698943695440683,1.1882468704332916,0.7802237897308875,0.7373180599774822
128,0.7957396486353671,0.41971249808562433,0.7568555976233663,0.734344162026833
129,0.7388847032206028,0.80645390923003,0.760070539540687,0.7327838409863747
130,0.6359042594194565,0.344621348025768,0.7331412960581325,0.7308925351170631
131,0.5316041514123,0.8256462943872802,0.7391374314622206,0.7307366681552813
132,0.5584458593831915,-0.9513266536525354,0.6295622553004393,0.7301543912940128
133,0.594313054300226,1.2385035774899151,0.6690335773354812,0.7371266712446255
134,0.7265588012769093,0.4966263196735945,0.6578582109933289,0.7418463653966776
135,0.7251673344244999,1.083775402073885,0.6854659850900576,0.7476677839912352
136,0.8293513103457821,0.48904118287957316,0.672733811655587,0.7519791385245045
137,0.9695777930230344,1.289938982397138,0.712740792547661,0.7574718211450354
138,1.0845943566380036,0.012031552509082166,0.6673211128268283,0.7605722352451639
139,0.8480639660103062,2.0372183784987685,0.7561172803411006,0.7670356925781256
140,0.9709323379306483,-0.7326122497066496,0.6596184551764833,0.7677924737278593
141,1.0048943387555125,-0.03434447602367374,0.6146360683714998,0.7752902725243739
142,1.0472714740408473,1.2829375435804815,0.6579550903374165,0.7864255979443159
143,1.0843942158144733,2.54723650099905,0.7804175207886691,0.7953301947247816
144,1.1226699318415494,1.4007962336495803,0.8206302093529211,0.7963638276635255
145,1.1546113538667875,0.9067028985877014,0.8262094050511813,0.7946818669684989
146,1.1187200230129255,-0.3063701202303388,0.752796074161143,0.7924966182344774
147,0.9285564931753261,0.7372798287451938,0.7517903176262022,0.7952483574742713
148,0.9176650203845838,0.89778800934249,0.7612538269091247,0.7982605376931006
149,0.8372918355325161,2.5278604808719134,0.8757645309655807,0.8008255609333833
150,0.9453081767863046,1.5674333983920867,0.9205982175167291,0.7956313624849585
151,0.9164315261867669,-0.6126613487416795,0.8212129740389554,0.7869696122069432
152,0.9247790617974679,2.951558157040661,0.9593010573378555,0.7845961232622689
153,0.8398184662364536,0.4448085907376605,0.9259518709471131,0.772486908295507
154,0.788756219446641,-0.09070349525767574,0.860052695538858,0.761849886322159
155,0.7876029132779823,2.262425565364892,0.9509539181246722,0.755043215786853
156,0.6390653948516277,0.5893096345546596,0.9275122869971654,0.7414641785292588
157,0.6691339062810883,0.30173130690298944,0.8869494257314834,0.7285687411363884
158,0.6585266809363132,0.8773126698715444,0.8863247752492346,0.7175909987704222
159,0.5399547004357897,1.3848434808115058,0.9186385491338716,0.7058956589544818
160,0.3001314138960126,1.2934676183456628,0.942934812549379,0.691149942678845
161,0.3514366272840431,-1.0237657727686975,0.8154541035936882,0.6736981338288368
162,0.3216782233897101,2.3201596936614397,0.9129884902834672,0.6638726900324887
163,0.26867738206789427,1.2155389700635197,0.9325996857776748,0.6466058807530735
164,0.24506191908260005,-0.13413914293055118,0.8634541212878497,0.6267829691534119
165,0.4267095131707145,-0.39195033835070137,0.7820793295500545,0.6103787280666255
166,0.4217294162647502,-0.5472830144934562,0.6959106186935123,0.5984777505453749
167,0.4303913425636044,0.553769780139787,0.6866971090186501,0.5917244464588202
168,0.2816840555960646,-0.36633223859356234,0.6184401873566054,0.585141665079531
169,0.44641796223167457,-0.31845600305484595,0.5577109683472863,0.5828336652141457
170,0.538166760576104,1.3494211655177395,0.6090292920291882,0.5845749791530753
171,0.644860247276622,1.0094275911029453,0.6349829422246601,0.5828799925000184
172,0.6496275203977899,0.2550562619740787,0.6103562537947622,0.5792686129934437
173,0.7412929992802495,1.4755405954656224,0.6664371407772237,0.5771138545874231
174,0.7783876827896905,2.1457663090953614,0.7623266384281986,0.5709226449359436
175,0.8397065905755912,-0.2547897220540547,0.6963975815637857,0.5576559783992585
176,0.8244872947347621,0.22119541059251446,0.6655951756943109,0.5480394675294193
177,0.6770984999305663,1.619720340150443,0.7274411695915777,0.5398914014872623
178,0.7799839347108846,1.4989245005259388,0.7774483962681813,0.5268918804894245
179,0.5864879710499138,0.813186827487906,0.7797649464247562,0.5095252117863236
180,0.5624943039241102,1.7249154914825675,0.8410292092481391,0.49079425231678947
181,0.542042055084144,-0.5461696740349533,0.7511115581203389,0.46651863351531186
182,0.4377560409856936,-1.0413817927854105,0.6349228892005756,0.44679282027313594
183,0.49906835461935156,-0.36743900265754653,0.5699502108182307,0.4337530772435062
184,0.4790353844783947,0.6015794800144348,0.5720004068119592,0.4243129296195155
185,0.43534855191866656,-0.3607382231764373,0.5115406791294916,0.4140763589199824
186,0.48733272501643066,0.00011456859173902822,0.47839025265557067,0.4073208748161642
187,0.4396748209605893,-0.5353252981397121,0.41268163485196596,0.4023948870164204
188,0.5785728184444201,-0.041856326150482626,0.3832186744255344,0.40168188803039523
189,0.6137183260631515,-0.3910688929298428,0.33302967831757996,0.40296161732769015
190,0.5662850273797075,0.9337512331253205,0.3719681981225508,0.40780876653384546
191,0.3718585297811531,1.1667495977643723,0.42348559586347284,0.41029296166960233
192,0.2410832100910383,-0.23936272942717293,0.38052004479334006,0.40937854878094104
193,0.3497662885678746,0.14250049309719642,0.3650917170539487,0.4113788004066554
194,0.34470588225674037,-0.23632669025517494,0.3261080275614428,0.41458706836696296
195,0.3163933756887869,0.847644591324976,0.3599138093826432,0.4207197613606443
196,0.48071853711305657,0.5697745758522765,0.37351689644696456,0.424934366675922
197,0.3524536127056667,1.9466105130438809,0.47548416639874175,0.4284982339664711
198,0.2938878327215308,-0.8015842039160028,0.3927051290363858,0.4252415271124452
199,0.24662906504568238,0.6091315642367301,0.40673380000036513,0.4274967023347813
200,0.30526279319881244,0.7492541928454816,0.42893582853365875,0.42893582853365875
