x,pdf_k1,cdf_k1,pdf_k2,cdf_k2,pdf_k3,cdf_k3,pdf_k5,cdf_k5,pdf_k10,cdf_k10
0.29,0.6408234075853723,0.4097794697254469,0.43251114655537065,0.13497770688925867,0.18583878819975794,0.03810189332593097,0.017964416192643266,0.002173060940644429,7.966325943927833e-06,4.7344859757927e-07
0.3,0.6269100992275208,0.416117579229635,0.4303539882125289,0.1392920235749422,0.1880730297682562,0.039971519693122404,0.018807302976825622,0.0023569137394711423,9.077779438858015e-06,5.585807848102754e-07
0.30999999999999994,0.6136398769973253,0.42231981465912666,0.4282075887418068,0.14358482251638643,0.1902283618691708,0.041863090920785016,0.019656930726480976,0.0025492294678230434,1.0298403660479732e-05,6.553680748733527e-07
0.31999999999999995,0.6009633117745675,0.4283923550466686,0.4260718944831057,0.14785621103378868,0.19230825976786153,0.04377583551094533,0.020512881041905216,0.002750073427134872,1.1634603198685315e-05,7.6493409570464e-07
0.32999999999999996,0.5888362067923555,0.4343409119259614,0.42394685204395793,0.15210629591208416,0.1943159482414773,0.04570901544300687,0.021374754306562493,0.0029595068298818574,1.3092902987573493e-05,8.884671268380535e-07
0.33999999999999997,0.5772189033577122,0.44017077808292304,0.42183240829819185,0.1563351834036163,0.1962544271416221,0.04766192379967878,0.022242168409383846,0.0031775869809110993,1.4679943572280517e-05,1.027221279114585e-06
0.35,0.5660756961414721,0.44588686993055454,0.41972851038460374,0.1605429792307926,0.1981264936495152,0.04963388263152404,0.023114757592443434,0.0034043674466371103,1.6402476455622263e-05,1.1825176274597917e-06
0.35999999999999993,0.5553743381529996,0.4514937644998529,0.41763510570563606,0.16472978858872797,0.1999347617350798,0.051624241029693284,0.023992171408209566,0.003639898213274131,1.8267359523564484e-05,1.3557452975226637e-06
0.36999999999999994,0.545085619568172,0.45699573186150116,0.4155521419260629,0.1688957161478743,0.2016816792402236,0.053632373381053845,0.0248740737729609,0.003884225835132025,2.0281552548549248e-05,1.5483625069592633e-06
0.37999999999999995,0.5351830077202216,0.46239676365111404,0.4134795669716812,0.17304086605663763,0.20336954293368423,0.05565767778374551,0.02576014210493333,0.004137393573878843,2.245211276971515e-05,1.7618975621349259e-06
0.38999999999999996,0.5256423380157818,0.4677005982566769,0.4114173290280092,0.17716534194398156,0.20500051182615486,0.057699574604367275,0.026650066537400117,0.004399441529567047,2.4786190549059526e-05,1.9979498110091386e-06
0.39999999999999997,0.5164415474672783,0.47291074313446196,0.40936537653899097,0.1812692469220181,0.20657661898691135,0.05975750516063925,0.027543549198254844,0.00467040676412957,2.7291025102599358e-05,2.2581905529578234e-06
0.4099999999999999,0.5075604440596888,0.4780304946445406,0.4073236582057073,0.1853526835885855,0.20809978206447236,0.06183093051559588,0.028440303548811222,0.0049503234179734314,2.9973940305599374e-05,2.544363906278323e-06
0.41999999999999993,0.49898050638604785,0.48306295573551006,0.4052921229850936,0.18941575402981287,0.20957181268214004,0.06391933037122999,0.029340053775499603,0.005239222820230776,3.284234057094331e-05,2.858287634113208e-06
0.42999999999999994,0.49068470896087935,0.48801105175743525,0.40327072008866344,0.19345855982267313,0.21099442485317807,0.06602220205107912,0.03024253422895552,0.005537133593168059,3.5903706799735484e-05,3.2018539295195987e-06
0.43999999999999995,0.4826573694063545,0.49287754464017475,0.40125939898123925,0.19748120203752145,0.21236924253879594,0.068139059562583,0.031147488905690066,0.005844081751202837,3.9165592403228776e-05,3.5770301604020018e-06
0.44999999999999996,0.4748840143425756,0.4976650456394979,0.39925810937968853,0.20148378124062305,0.21369780645415898,0.07026943273118003,0.03205467096812383,0.006160090794932318,4.26356193951845e-05,3.985859575017252e-06
0.45999999999999996,0.4673512613318554,0.5023760268243925,0.397266801251667,0.20546639749666598,0.21498158021265348,0.07241286639908552,0.03296384229927354,0.006485181800538445,4.632147455377822e-05,4.430461968751497e-06
0.4699999999999999,0.46004671465119623,0.5070128314546563,0.3952854248143678,0.20942915037126447,0.2162219558860622,0.07456891968253208,0.0338747730888164,0.006819373504899302,5.023090565217705e-05,4.9130343128604425e-06
0.4799999999999999,0.4529588730160746,0.5115776833774064,0.39331393053327673,0.21337213893344656,0.2174202590477158,0.07673716528197491,0.03478724144763452,0.007162682386705819,5.437171775692011e-05,5.435851345854986e-06
0.48999999999999994,0.4460770476668019,0.5160726955538539,0.39135226912093407,0.21729546175813177,0.2185777533567329,0.07891718884038822,0.03570103304826636,0.007515122743855462,5.8751769593245475e-05,6.001266128206078e-06
0.49999999999999994,0.43939128946772243,0.5204998778130466,0.38940039153570244,0.22119921692859507,0.2196956447338612,0.08110858834532414,0.03661594078897687,0.007876706767370404,6.337896997651404e-05,6.611710561034244e-06
0.5099999999999999,0.43289232386855236,0.5248611439167962,0.3874582489805405,0.22508350203891905,0.2207750851729617,0.08331097357087272,0.03753176447940348,0.00824744461206577,6.826127430889059e-05,7.26969586944002e-06
0.5199999999999999,0.42657149274354833,0.5291583180093685,0.3855257929017832,0.22894841419643358,0.22181717622664512,0.08552396555607832,0.03844831054595181,0.008627344464174626,7.340668114045211e-05,7.977813051124328e-06
0.5299999999999999,0.420420702263828,0.5333931405163824,0.38360297498792784,0.23279405002414438,0.22282297219982877,0.08774719611672492,0.03936539175530308,0.009016412606118747,7.882322879389881e-05,8.738733290938382e-06
0.5399999999999999,0.4144323760757415,0.5375672735495237,0.38168974716842663,0.23662050566314674,0.2237934830809004,0.08998030738772299,0.040282826954562055,0.0094146534785988,8.45189920520565e-05,9.555208341995515e-06
0.5499999999999999,0.4085994131575597,0.5416823058669205,0.37978606161248424,0.2404278767750315,0.22472967723665782,0.09222295139360485,0.0412004408267206,0.009822069740163664,9.050207890736287e-05,1.043007087396855e-05
0.5599999999999999,0.40291514981097665,0.545739757433181,0.3778918707278628,0.24421625854427442,0.2256324838941469,0.09447478964488742,0.04211806366024075,0.010238662324405902,9.67806273725437e-05,1.1366234789188552e-05
0.57,0.39737332531557507,0.5497410836180282,0.3760071271596913,0.2479857456806173,0.22650279542987778,0.09673549275827271,0.043035531131676776,0.010664430494919143,0.00010336280235168809,1.2366695507153185e-05
0.58,0.3919680508355191,0.5536876790680574,0.37413178378928263,0.2517364324214347,0.2273414694846011,0.09900474009885517,0.04395268410035619,0.01109937189814276,0.00011025679257094481,1.3434530218044407e-05
0.59,0.38669378122003256,0.5575808812823103,0.37226579373295465,0.2554684125340907,0.22814933091981915,0.10128221944267206,0.0448693684142311,0.011543482614209847,0.0001174708075680663,1.4572898105848036e-05
0.5999999999999999,0.3815452893840931,0.5614219739190003,0.37040911034085894,0.25918177931828207,0.2289271736304558,0.10356762665808854,0.045785434726091145,0.011996757205906265,0.00012501307474003967,1.578504054165997e-05
0.6099999999999999,0.3765176429943745,0.5652121898577818,0.3685616871958139,0.2628766256083722,0.22967576222656835,0.10586066540464494,0.04670073831940221,0.012459188765840451,0.00013289183644804605,1.7074281247755705e-05
0.6199999999999999,0.3716061832187709,0.56895271403939,0.3667234781121447,0.2665530437757107,0.23039583359563792,0.10816104684811394,0.04761513894309849,0.012930768961916958,0.0001411153471790022,1.84440264329933e-05
0.6299999999999999,0.36680650532663805,0.5726446861021922,0.3648944371345284,0.27021112573094314,0.23108809835578195,0.11046848939062848,0.04852850065471418,0.013411488081200082,0.00014969187076294707,1.9897764900111382e-05
0.6399999999999999,0.36211444095185347,0.5762892028332064,0.36307451853684547,0.2738509629263089,0.2317532422091862,0.11278271841483423,0.04944069167129306,0.01390133507224813,0.00015862967764553802,2.1439068125477037e-05
0.6499999999999999,0.35752604185249726,0.5798873204493599,0.36126367682103616,0.2774726463579278,0.2323919272041232,0.1151034660411136,0.05035158422756,0.014400297585993583,0.00016793704221493497,2.3071590311831836e-05
0.6599999999999999,0.3530375650198522,0.5834400567232089,0.3594618667159631,0.28107626656807383,0.2330047929131024,0.11743047089700415,0.05126105444088251,0.014908362015239152,0.00017762224018235873,2.4799068414574696e-05
0.6699999999999999,0.3486454590059228,0.5869483929659447,0.35766904317627995,0.28466191364744,0.23359245753396826,0.11976347789800822,0.05216898218258621,0.015425513532835774,0.00018769354601561036,2.662532214211664e-05
0.6799999999999999,0.34434635135310354,0.5904132758792744,0.3558851613813049,0.2882296772373903,0.23415551892011038,0.12210223803905372,0.053075250955224994,0.015951736128603622,0.00019815923042485294,2.8554253930832055e-05
0.69,0.3401370370222811,0.5938356192866739,0.35411017673390005,0.29177964653219995,0.2346945555453739,0.12444650819592623,0.05397974777543599,0.016487012645054228,0.00020902755789996576,3.058984889512638e-05
0.7,0.3360144677267704,0.5972163057535244,0.3523440448593567,0.2953119102812865,0.23521012740873926,0.12679605093604587,0.05488236306203915,0.01703132481196757,0.00022030678429878006,3.273617475313252e-05
0.7099999999999999,0.3319757420892662,0.6005561881047655,0.3505867216042862,0.2988265567914275,0.23570277688337898,0.12915063433800772,0.05578299052906633,0.01758465327987504,0.0002320051544855189,3.4997381728540735e-05
0.7199999999999999,0.32801809654761976,0.6038560908479258,0.3488381630355155,0.3023236739289689,0.23617302951428618,0.13151003181935353,0.05668152708342866,0.01814697765249618,0.00024413090001877488,3.737770242906172e-05
0.7299999999999999,0.3241388969428708,0.607116811508669,0.34709832543898944,0.30580334912202106,0.23662139476829566,0.1338740219720779,0.05757787272695194,0.018718276518174086,0.0002566922368883553,3.988145170201391e-05
0.7399999999999999,0.32033563072971166,0.610339121885385,0.34536716531867734,0.3092656693626454,0.2370483667399866,0.13624238840541206,0.05847193046253,0.019298527480351994,0.0002696973633003404,4.2513026467520935e-05
0.7499999999999999,0.31660589975553943,0.6135237692287674,0.3436446393954861,0.3127107212090278,0.23745442481665455,0.13861491959545827,0.05936360620416362,0.019887707187131048,0.000283154457509708,4.5276905529798394e-05
0.7599999999999999,0.31294741355956474,0.6166714773518218,0.3419307046061779,0.31613859078764406,0.2378400343052692,0.14099140874128324,0.060252808690668166,0.020485791359946888,0.0002970716756998778,4.8177649367001255e-05
0.7699999999999999,0.3093579831481694,0.6197829476752815,0.34022531810229384,0.3195493637954124,0.23820564702409047,0.1433716536271006,0.061139449402849884,0.02109275482140089,0.0003114571499085409,5.1219899900099756e-05
0.7799999999999999,0.30583551520691477,0.6228588602129913,0.3385284372490823,0.3229431255018353,0.2385517018613935,0.14575545649020424,0.06202344248396229,0.021708571522279695,0.0003263189859991474,5.440838024124117e-05
0.7899999999999999,0.30237800671335974,0.6258998745014417,0.33684001962443383,0.3263199607511323,0.23887862530355417,0.1481426238943335,0.06290470466326924,0.022333214567794992,0.00034166526167742886,5.774789442205304e-05
0.7999999999999999,0.298983539918205,0.6289066304773024,0.33516002301781966,0.32967995396436056,0.239186831934564,0.15053296660817445,0.06378315518255039,0.022966656243073723,0.00035750402455234087,6.124332710233369e-05
0.8099999999999998,0.29565027766528323,0.6318797493064807,0.33348840542923724,0.33302318914152557,0.23947672490887933,0.1529262994887223,0.06465871572539739,0.023608868037927496,0.00037384329024081343,6.489964325957263e-05
0.8199999999999998,0.2923764590236104,0.6348198341679665,0.33182512506815975,0.3363497498636805,0.2397486963993605,0.15532244136924536,0.06553131034915852,0.02425982067092827,0.00039069104051571955,6.872188785973352e-05
0.8299999999999998,0.2891603952071309,0.6377274709954482,0.3301701403524915,0.33965971929501715,0.2400031280219186,0.15772121495161104,0.06640086541939746,0.02491948411281617,0.0004080552214964471,7.271518550973149e-05
0.8399999999999999,0.2860004657599595,0.6406032291794805,0.3285234099075284,0.34295318018494314,0.2402403912383659,0.16012244670274875,0.06726730954674244,0.025587827609263904,0.00042594374188150645,7.688474009202701e-05
0.8499999999999999,0.28289511498688397,0.6434476622327395,0.32688489256492365,0.3462302148701526,0.24046084773885132,0.16252596675503697,0.06813057352600786,0.026264819703021285,0.00044436447122257386,8.123583438175248e-05
0.8599999999999999,0.2798428486106487,0.6462613084207341,0.3252545473616583,0.34949090527668336,0.24066484980515782,0.16493160881041868,0.06899059027747857,0.026950428255461577,0.00046332523823940965,8.577382964678463e-05
0.8699999999999999,0.2768422306391353,0.6490446913601542,0.3236323335390173,0.3527353329219653,0.24085274065604767,0.16733921004805907,0.06984729479025381,0.02764462046755143,0.000482833829175067,9.05041652311685e-05
0.8799999999999999,0.27389188042699014,0.6517983205868738,0.32201821054157065,0.3559635789168586,0.24102485477575133,0.16974861103537128,0.0707006240675537,0.02834736290026384,0.0005028979861908413,9.543235812229219e-05
0.8899999999999999,0.2709904699175484,0.6545226920954831,0.3204121380161594,0.35917572396768116,0.2411815182266181,0.1721596556422471,0.07155051707389667,0.029058621494453762,0.0005235254058003936,0.0001005640025022067
0.8999999999999999,0.268136721052083,0.6572182888520887,0.3188140758108867,0.3623718483782268,0.2413230489468747,0.1745721909583392,0.07239691468406238,0.029778361590214426,0.0005447237373425064,0.00010590476928348288
0.9099999999999999,0.26532940333447236,0.6598855812819895,0.3172239839741141,0.3655520320517717,0.24144975703436986,0.1769860672132497,0.07323975963375884,0.030506547945731998,0.0005665005814919133,0.0001114604056299835
0.9199999999999998,0.2625673315403502,0.6625250277337339,0.31564182275346303,0.36871635449307405,0.2415619450171222,0.1794011376994897,0.07407899647191744,0.031243144755654827,0.0005888634888076787,0.00011723673446293504
0.9299999999999998,0.2598493635606805,0.6651370749209476,0.31406755259482044,0.37186489481035906,0.24165990811143284,0.18181725869808216,0.07491457151454416,0.03198811566899387,0.0006118199583185834,0.00012323965395266668
0.9399999999999998,0.2571743983705016,0.6677221583432283,0.31250113414135045,0.3749977317172991,0.24174393446827153,0.18423428940668554,0.07574643280005838,0.03274142380656877,0.0006353774361449989,0.00012947513699638672
0.9499999999999998,0.254541374114313,0.670280702687321,0.31094252823251006,0.3781149435349799,0.24181430540859736,0.1866520918701263,0.0765745300460558,0.033503031778014745,0.000659543314156721,0.00013594923068235775
0.9599999999999999,0.25194926630024095,0.6728131222096942,0.3093916959030705,0.3812166081938591,0.2418712956482313,0.18907053091323178,0.07739881460743399,0.034272901698363764,0.0006843249286662466,0.00014266805574082874
0.9699999999999999,0.249397086095729,0.6753198211015754,0.30784859838214257,0.3843028032357149,0.24191517351285713,0.19148947407586125,0.0782192394358238,0.035050995204213765,0.0007097295591570002,0.00014963780598207236
0.9799999999999999,0.24688387871804957,0.6778011938374183,0.30631319709220806,0.3873736058155838,0.2419462011436885,0.1939087915500414,0.07903575904027157,0.03583727346949832,0.0007357644270459821,0.00015686474772188202
0.9899999999999999,0.24440872191344176,0.6802576255077268,0.3047854536481546,0.3904290927036908,0.24196463469430732,0.19632835611911195,0.07984832944912137,0.03663169722086918,0.0007624366944803577,0.00016435521919485932
0.9999999999999999,0.24197072451914337,0.6826894921370859,0.30326532985631677,0.3934693402873665,0.24197072451914337,0.19874804309879912,0.08065690817304777,0.03743422675270361,0.0007897534631674914,0.00017211562995584072
1.0099999999999998,0.2395690251030086,0.6850971609882107,0.30175278771352027,0.39649442457295936,0.24196471535403863,0.20116773028013332,0.08146145416919295,0.038244821941747366,0.0008177217732379366,0.0001801524602697852
1.0199999999999998,0.23720279067579292,0.6874809908527516,0.300247789406133,0.39950442118773394,0.24194684648930873,0.20358729787413432,0.08226192780636493,0.03906344226140448,0.0008463486021408988,0.00018847226049045865
1.0299999999999998,0.23487121547154466,0.689841332329574,0.2987502973091188,0.40249940538176243,0.24191735193569103,0.20600662845819198,0.0830582908312539,0.03989004679568427,0.0008756408635716988,0.00019708165042822923
1.0399999999999998,0.23257351979186822,0.6921785280911571,0.2972602739850972,0.40547945202980556,0.2418764605835429,0.2084256069240716,0.08385050633562817,0.04072459425281526,0.000905605406430758,0.00020598731870729876
1.0499999999999998,0.23030894891012704,0.694492913138746,0.29577768218340755,0.4084446356331848,0.24182439635563344,0.21084412042747924,0.08463853872447169,0.04156704297853596,0.0009362490138136595,0.0002151960221126781
1.0599999999999998,0.22807677203193316,0.6967848150468229,0.29430248483917765,0.41139503032164476,0.24176137835384914,0.21326205833912468,0.08542235368502668,0.0424173509690713,0.0009675784020317992,0.00022471458492721576
1.0699999999999998,0.2258762813085209,0.6990545541974559,0.292834645072397,0.4143307098552062,0.24168762100011731,0.21567931219722133,0.08620191815670847,0.043275475883804364,0.0009996002196631876,0.00023454989825898685
1.0799999999999998,0.22370679089984305,0.7013024440050296,0.2913741261869949,0.4172517476260103,0.2416033341718305,0.21809577566136895,0.08697720030185896,0.04414137505765099,0.0010323210466329513,0.0002447089193593347
1.0899999999999999,0.22156763608444147,0.7035287911318451,0.2899208916699232,0.42015821666015357,0.24150872333204113,0.2205113444677627,0.08774816947730829,0.04501500551314625,0.001065747393323087,0.0002551986709318702
1.0999999999999999,0.21945817241334376,0.7057338956950371,0.2884749051902434,0.4230501896195132,0.24140398965467813,0.22292591638568093,0.08851479620671528,0.045896323972250345,0.0010998856997110281,0.00026602624043270504
1.1099999999999999,0.2173777749054262,0.7079180514652448,0.2870361305982181,0.4259277388035638,0.24128933014502302,0.22533939117519897,0.08927705215365851,0.04678528686788191,0.0011347423345365888,0.0002771987793622211
1.1199999999999999,0.2153258372818497,0.7100815460574301,0.2856045319244075,0.4287909361511851,0.24116493775567163,0.22775167054608692,0.09003491009545071,0.04768185035518547,0.0011703235944968567,0.00028872350254864404
1.13,0.21330177123733698,0.712224661114226,0.2841800733787702,0.43163985324245957,0.24103100149819076,0.2301626581178445,0.09078834389765185,0.04858597032254082,0.0012066357034686151,0.00030060768742370486
1.14,0.21130500574620342,0.7143476724821756,0.28276271934976854,0.43447456130046275,0.2408877065506719,0.23257225938083148,0.09153732848925532,0.04949760240232104,0.0012436848117578646,0.00031285867329066314
1.15,0.20933498640119091,0.7164508503811945,0.2813524344034779,0.4372951311930443,0.2407352343613696,0.23498038165845525,0.09228183983852499,0.05041670198140528,0.001281476995376035,0.00032548386058495806
1.16,0.20739117478327887,0.7185344595675802,0.279949183282701,0.440101633434598,0.24057376274860345,0.2373869340703734,0.09302185492945995,0.05134322421145343,0.0013200182553424794,0.00033849071012775233
1.17,0.20547304786076293,0.7205987594908653,0.27855293090608696,0.4428941381878262,0.24040346599709264,0.2397918274966805,0.0937573517388661,0.052277124018948226,0.0013593145170128385,0.00035188674237263313
1.18,0.20358009741600197,0.722644004444803,0.27716364236725355,0.44567271526549296,0.24022451495088232,0.2421949745430385,0.09448830921401367,0.05321835611501117,0.0013993716294328769,0.0003656795366457228
1.1899999999999997,0.20171182949833083,0.7246704437127489,0.2757812829339149,0.4484374341321701,0.24003707710301364,0.24459628950672188,0.09521470725086202,0.05416687500499777,0.0014401953647174023,0.0003798767303794532
1.1999999999999997,0.19986776390173333,0.7266783217077016,0.2744058180470133,0.4511883639059735,0.23984131668207995,0.24699568834354194,0.09593652667283194,0.05512263499787805,0.0014817914174538706,0.000394486018340255
1.2099999999999997,0.19804743366595506,0.7286678781072344,0.27303721331985475,0.45392557336029055,0.23963739473580564,0.24939308863562337,0.0966537492101082,0.056085590215406954,0.0015241654041302675,0.0004095151518504024
1.2199999999999998,0.19625038459981584,0.7306393479835518,0.2716754345372499,0.45664913092550014,0.23942546921177527,0.2517884095600013,0.09736635747945527,0.057055694601090834,0.0015673228625869453,0.00042497193800425826
1.2299999999999998,0.19447617482555796,0.7325929619288843,0.2703204476546583,0.4593591046906833,0.23920569503543623,0.25418157185801193,0.09807433496452884,0.05803290192895429,0.0016112692514919545,0.0004408642388791559
1.2399999999999998,0.19272437434313658,0.7345289461764293,0.2689722187973373,0.46205556240532525,0.2389782241854893,0.2565724978054506,0.09877766599666889,0.05901716581211284,0.0016560099498395709,0.00045719997074114587
1.2499999999999998,0.19099456461342268,0.7364475227170273,0.26763071425949514,0.4647385714810098,0.2387432057667783,0.25896111118347065,0.09947633573615759,0.06000843971115542,0.0017015502564716024,0.0004739871032458519
1.2599999999999998,0.18928633815935095,0.7383489094117635,0.2662959005034486,0.4674081989931026,0.23850078608078215,0.2613473372501991,0.10017033015392848,0.06100667694234217,0.001747895389621126,0.0004912336586346413
1.2699999999999998,0.18759929818410168,0.7402333201006647,0.26496774415878427,0.4700645116824316,0.23825110869380917,0.2637311027130462,0.10085963601371248,0.062011830685621216,0.001795050486478301,0.000508947710926351
1.2799999999999998,0.1859330582054591,0.7421009647076605,0.26364621202152433,0.4727075759569513,0.23799431450298758,0.2661123357016853,0.10154424085460803,0.06302385399246922,0.001843020602777879,0.0005271373851047768
1.2899999999999998,0.1842872417055367,0.7439520493419663,0.26233127105329646,0.4753374578934069,0.2377305418001423,0.26849096574168185,0.10222413297406115,0.06404269979355952,0.0018918107124080918,0.0005458108563021459
1.2999999999999998,0.18266148179510916,0.7457867763960359,0.261022888380508,0.47795422323898384,0.23745992633364185,0.2708669237287519,0.10289930141124477,0.06506832090626227,0.0019414257070405417,0.0005649763489787864
1.3099999999999998,0.18105542089183135,0.747605344640226,0.2597210312935241,0.4805579374129517,0.23718260136829905,0.273240141903628,0.10356973593082387,0.06610067004198024,0.001991870395780763,0.000584642136099194
1.3199999999999998,0.17946871041166668,0.7494079493143159,0.2584256672458497,0.4831486655083009,0.23689869774340003,0.27561055382751587,0.10423542700709597,0.06713969981332395,0.0020431495048391004,0.0006048165383047077
1.3299999999999998,0.17790101047288506,0.7511947822159954,0.257136763853316,0.4857264722933679,0.23660834392893712,0.2779780943581213,0.10489636580849543,0.06818536274113046,0.002095267677221596,0.0006255079230830001
1.3399999999999999,0.17635198961202625,0.7529660317864618,0.2558542888932712,0.48829142221345756,0.23631166608011514,0.2803426996262313,0.10555254418245139,0.06923761126132859,0.002148229472440525,0.0006467247039345679
1.3499999999999999,0.1748213245112574,0.7547218831932271,0.2545782103037746,0.49084357939245066,0.23600878809019746,0.2827043070128323,0.10620395464058885,0.07029639773165457,0.0022020393662442747,0.0006684753395364284
