wafer_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13
wf0035,554.688,556.606,579.276,573.231,633.648,566.367,604.076,591.627,573.649,595.713,555.184,584.367,577.144
wf0036,595.511,615.307,618.049,600.831,613.461,620.244,615.518,617.052,619.272,605.808,611.224,610.677,586.847
wf0037,626.348,610.473,615.074,593.577,605.717,622.584,619.667,611.091,614.423,616.106,631.168,608.886,635.236
wf0038,598.226,610.521,611.155,621.927,615.314,618.223,632.198,604.598,605.133,611.524,598.22,609.476,596.487
wf0039,640.945,628.854,630.845,627.498,636.241,624.053,642.64,630.912,629.25,625.798,626.492,628.735,637.466
wf0040,611.898,606.915,615.984,607.252,611.523,614.858,604.504,610.932,620.184,610.533,608.086,628.435,611.122
wf0041,628.883,630.714,632.425,632.499,629.726,637.077,604.483,621.353,636.151,634.732,639.613,623.711,620.314
wf0042,621.438,626.756,620.129,616.143,656.654,640.696,645.756,618.187,618.354,614.047,627.364,621.902,617.068
wf0043,594.108,594.208,589.176,587.87,606.816,590.021,603.194,598.543,611.507,605.595,580.156,585.3,593.357
wf0044,585.541,605.757,597.003,593.627,603.005,604.286,588.269,597.009,588.31,583.405,576.875,582.6,590.384
wf0045,658.76,648.088,639.996,643.17,655.421,631.406,658.44,653.962,652.341,657.22,645.839,634.934,660.184
wf0046,484.521,503.818,509.317,510.172,491.797,505.976,500.026,490.88,507.206,504.598,506.632,520.121,503.288
wf0047,610.702,596.156,629.171,614.126,575.29,664.293,631.777,564.958,580.759,595.912,617.193,585.111,651.768
wf0048,665.168,644.04,644.99,652.642,639.951,640.679,648.24,637.559,632.57,649.053,630.965,643.671,643.532
wf0049,619.232,634.869,607.172,631.417,625.601,638.428,635.46,646.564,631.95,622.884,630.833,606.153,628.636
wf0050,560.892,637.696,574.373,647.554,635.257,567.986,628.95,609.048,629.298,625.802,603.218,576.091,649.404
wf0051,591.506,616.926,607.13,608.252,618.417,617.107,626.888,621.673,603.047,609.932,609.746,602.555,600.672
wf0052,647.52,643.309,640.924,633.021,638.475,629.579,636.222,642.129,619.93,626.87,629.895,636.97,630.998
wf0053,641.788,652.276,641.607,627.48,635.463,643.655,630.806,638.711,641.915,639.821,629.432,640.16,626.435
wf0054,624.136,620.579,612.451,607.231,610.959,617.385,591.139,628.949,626.754,616.319,601.141,605.248,608.469
wf0055,636.604,645.548,657.702,634.755,631.29,647.293,641.302,640.28,640.62,627.902,635.181,634.205,630.168
wf0056,597.732,606.457,587.121,598.159,596.731,605.417,611.893,602.621,609.761,617.706,620.846,585.312,604.203
wf0057,629.597,580.609,608.79,615.52,626.575,619.625,626.577,607.296,615.673,623.253,641.216,622.711,613.471
wf0058,581.154,594.931,597.157,604.994,580.61,594.895,605.427,591.095,603.062,580.2,583.06,584.154,595.222
wf0059,609.147,617.872,605.959,611.665,613.546,601.99,606.827,626.017,607.246,612.666,608.487,601.818,602.404
wf0060,632.352,616.38,622.496,626.969,640.151,609.578,623.647,626.501,631.381,612.015,638.997,616.17,641.509
wf0061,607.459,609.385,612.266,618.375,619.275,630.927,628.013,607.746,616.649,628.968,613.671,627.643,612.502
wf0062,629.044,631.762,650.984,625.881,632.262,631.38,635.787,644.541,639.828,628.907,632.663,644.376,629.971
wf0063,609.222,608.478,583.083,603.976,590.081,588.616,602.014,579.912,601.456,591.733,625.464,597.016,609.52
wf0064,604.25,598.862,605.889,620.671,623.992,623.186,605.719,615.892,623.534,606.859,612.128,604.182,611.408
wf0065,620.502,629.403,601.311,606.644,609.047,616.606,612.471,629.553,624.487,632.487,619.833,608.633,628.218
wf0066,643.643,655.758,651.349,662.617,660.122,653.193,629.476,644.072,644.267,658.595,635.431,653.422,646.028
wf0067,582.057,595.747,593.099,595.276,599.558,596.078,603.034,594.068,597.487,617.378,587.858,599.562,596.861
wf0068,603.093,649.259,610.089,575.359,665.773,584.061,606.904,596.0,612.86,621.667,578.549,604.127,659.849
wf0069,604.716,621.762,612.381,620.524,627.661,627.073,608.309,615.517,612.453,619.114,615.234,617.387,614.12
wf0070,668.973,669.71,673.363,666.152,699.02,666.765,677.469,684.603,664.918,679.042,688.042,680.272,665.56
wf0071,627.011,615.934,638.8,631.418,614.259,624.474,642.522,649.362,616.245,621.281,619.223,620.166,646.542
wf0072,603.169,617.414,622.896,603.099,612.919,624.689,609.995,632.509,609.415,594.084,600.293,612.466,622.44
wf0073,607.686,616.392,605.534,618.447,646.873,630.94,625.166,608.802,620.719,625.323,623.653,611.057,626.587
wf0074,587.92,572.15,593.67,599.598,593.459,592.393,596.058,607.375,588.363,599.649,576.308,587.469,586.109
wf0075,616.78,652.032,586.989,619.944,616.3,635.886,616.883,628.978,644.01,569.443,599.442,652.101,619.027
wf0076,642.376,657.898,644.154,636.449,647.425,643.979,650.723,642.484,637.227,656.247,642.138,638.015,647.915
wf0077,608.85,604.754,604.47,616.744,617.732,602.073,603.925,598.632,599.91,599.662,610.173,617.128,628.207
wf0078,608.199,612.992,620.194,623.509,621.075,612.468,608.688,621.947,601.047,606.396,607.043,614.635,629.624
wf0079,599.141,613.222,622.745,609.368,596.906,612.416,595.276,620.502,614.989,619.06,619.622,630.6,631.165
wf0080,686.957,595.15,693.572,614.51,668.378,655.877,614.247,600.234,682.378,673.872,627.901,622.798,663.523
wf0081,630.034,623.257,643.899,643.841,623.378,646.882,621.222,614.781,638.311,621.048,645.109,609.161,625.913
wf0082,661.136,640.734,638.042,638.345,638.051,649.303,658.645,647.075,639.849,643.785,643.173,639.047,611.559
wf0083,613.431,625.045,625.263,620.004,628.118,621.453,615.608,642.411,621.772,628.847,638.688,617.954,633.985
wf0084,633.121,647.171,627.486,634.242,636.655,633.554,608.524,636.86,635.002,627.669,632.247,641.875,631.872
wf0085,601.849,622.505,614.468,589.231,597.684,608.649,597.504,596.152,595.811,588.678,591.411,612.096,577.516
wf0086,616.716,637.572,617.418,624.701,622.858,619.801,618.133,611.246,613.727,600.359,627.266,627.89,610.479
wf0087,606.417,612.34,589.032,608.065,606.742,622.118,612.137,601.347,611.316,585.474,572.149,597.262,607.619
wf0088,615.851,620.253,599.327,602.584,616.299,601.673,604.11,608.369,625.131,593.03,611.597,606.414,617.106
wf0089,610.934,604.865,598.468,600.028,592.448,603.076,598.476,614.006,588.568,627.692,607.246,609.578,613.154
wf0090,606.904,637.188,620.189,604.289,616.441,632.808,603.397,640.155,615.14,623.662,625.388,611.201,614.144
wf0091,630.865,641.914,649.017,639.803,667.54,649.327,624.781,627.974,638.369,620.125,647.188,648.347,634.741
wf0092,644.36,641.737,616.141,618.003,619.418,646.185,632.481,649.088,621.738,621.312,599.673,633.769,636.146
wf0093,599.554,604.24,618.515,609.625,594.208,599.49,618.774,581.803,581.55,578.118,608.35,591.608,629.886
wf0094,646.191,632.04,622.813,624.664,622.873,636.749,650.71,632.156,632.865,611.098,610.242,655.293,621.641
wf0095,673.584,664.995,658.767,670.783,681.794,660.209,681.806,663.9,656.5,678.437,669.948,675.398,657.649
wf0096,653.442,628.85,639.569,661.189,634.39,658.529,636.301,650.882,648.989,644.965,639.168,643.199,666.812
wf0097,639.976,628.449,647.249,655.356,620.92,642.73,627.614,639.864,622.723,636.684,617.825,637.466,642.516
wf0098,646.44,629.986,656.414,648.671,644.411,650.592,628.776,671.762,649.979,634.081,632.413,642.644,633.198
wf0099,646.853,634.822,659.732,636.812,668.604,634.761,629.179,635.134,649.39,628.083,647.666,630.383,661.938
wf0100,636.156,639.69,627.806,630.526,619.019,636.784,640.458,622.625,627.329,607.167,641.34,625.209,641.985
wf0101,607.4,621.548,612.514,600.054,607.667,623.179,610.008,599.688,609.544,619.271,611.67,627.812,607.122
wf0102,659.5,678.578,667.348,671.809,645.673,648.389,659.513,662.833,663.913,644.893,652.891,673.175,675.183
wf0103,632.202,619.557,629.468,630.029,619.39,603.105,642.998,632.435,632.807,614.573,628.416,632.454,597.494
wf0104,648.249,629.181,636.782,650.853,634.7,637.418,649.24,628.865,638.833,650.445,639.798,640.249,653.966
wf0105,630.448,612.074,628.696,610.46,609.324,624.774,635.317,621.812,611.392,624.943,614.907,612.863,641.746
wf0106,657.316,656.583,653.453,664.445,660.894,664.879,675.679,674.571,662.167,652.467,663.913,666.334,682.001
wf0107,558.347,549.662,573.582,562.426,583.897,568.316,567.564,569.239,574.61,546.626,569.813,560.843,597.234
wf0108,587.622,596.353,622.056,622.23,605.116,624.862,650.284,621.11,611.823,618.276,608.042,607.961,638.245
wf0109,580.542,569.149,567.874,593.766,577.902,543.202,566.856,565.893,569.205,570.048,529.722,574.358,567.149
wf0110,653.142,643.131,637.381,641.278,638.822,660.619,643.808,641.427,657.658,656.937,660.96,661.541,657.555
wf0111,619.537,599.499,618.769,614.897,612.228,586.142,609.136,626.83,628.737,604.986,639.978,616.576,625.381
wf0112,663.495,627.822,638.264,630.094,664.256,640.37,646.354,657.82,646.577,651.971,642.882,638.98,656.382
wf0113,604.57,609.869,593.274,616.425,614.62,610.355,627.788,605.229,620.711,607.972,624.66,625.38,616.236
wf0114,596.803,606.264,632.98,607.652,606.319,599.515,606.632,628.651,622.139,623.244,587.727,609.127,616.779
wf0115,615.965,618.566,599.177,604.522,623.918,603.697,613.091,639.755,603.926,606.435,584.319,614.522,629.498
wf0116,613.039,590.199,607.043,605.703,613.568,610.513,631.837,616.69,643.496,643.407,634.463,626.268,626.761
wf0117,650.769,659.149,638.537,661.272,662.985,663.748,648.348,653.996,635.522,656.901,668.532,668.739,655.907
wf0118,605.76,588.852,613.841,609.013,626.563,617.676,602.717,608.066,617.087,599.372,623.877,607.717,615.956
wf0119,611.896,598.46,593.212,599.293,584.719,574.809,592.07,581.801,576.556,590.966,585.64,584.884,566.295
wf0120,629.649,614.072,615.052,624.259,631.738,625.248,632.19,608.424,630.983,610.873,626.565,609.889,629.936
wf0121,656.22,666.654,671.945,665.466,669.548,670.101,676.893,674.154,644.244,677.007,663.812,667.654,674.42
wf0122,685.978,655.075,644.675,669.312,673.994,677.801,665.279,655.822,676.831,650.633,677.505,661.104,663.338
wf0123,625.908,605.335,623.962,630.397,638.698,612.32,628.436,630.097,621.182,638.037,637.838,620.968,628.243
wf0124,629.28,635.489,610.834,594.659,591.091,589.866,615.192,602.262,598.65,589.692,607.543,592.066,610.427
wf0125,590.712,589.666,592.086,591.046,574.064,585.595,619.237,606.675,589.085,590.64,596.904,576.967,603.886
wf0126,631.203,628.613,639.695,607.711,624.929,620.595,627.259,604.999,613.779,605.555,634.283,614.067,639.189
wf0127,629.815,632.877,621.164,639.177,612.461,615.594,643.397,647.24,631.271,617.807,641.495,626.558,628.278
wf0128,594.117,605.128,608.642,584.429,607.1,635.961,604.764,600.521,609.015,620.051,604.0,598.754,605.208
wf0129,632.325,606.564,602.084,611.541,626.504,625.896,613.22,621.225,610.91,617.271,633.026,628.686,615.189
wf0130,648.628,636.909,635.05,663.046,658.036,654.36,633.222,631.275,638.549,632.085,663.787,640.137,646.758
wf0131,616.338,591.808,530.379,579.362,568.9,591.74,630.966,598.364,596.578,503.788,668.798,617.592,567.84
wf0132,626.916,646.694,606.629,626.865,606.468,615.184,611.377,608.825,620.606,631.497,602.908,616.872,590.539
wf0133,628.978,627.309,640.545,643.061,650.67,635.142,639.661,625.5,644.322,628.438,652.463,637.41,639.478
wf0134,623.285,594.584,591.782,615.865,614.613,609.182,622.446,610.306,593.644,600.923,601.936,588.28,621.371
wf0135,616.021,634.325,611.338,625.43,630.862,641.644,614.007,618.677,634.285,591.387,632.978,624.352,643.827
wf0136,635.801,646.293,627.628,642.091,624.779,645.439,645.63,620.641,633.548,631.141,628.012,623.257,629.12
wf0137,617.758,608.518,621.815,631.911,637.015,619.531,622.398,618.28,602.893,612.181,645.26,619.952,613.699
wf0138,621.242,605.298,632.454,629.021,605.797,608.139,619.109,613.91,619.709,624.422,599.635,628.894,596.062
wf0139,636.113,631.972,626.377,613.635,630.69,633.193,619.461,613.08,614.214,642.013,624.157,631.768,616.683
wf0140,639.706,634.588,642.501,665.159,641.308,655.178,634.158,637.498,655.447,648.439,638.988,635.59,631.721
wf0141,578.711,577.339,580.829,587.438,565.135,571.225,586.347,552.543,587.157,587.848,604.508,581.24,598.137
wf0142,638.546,656.308,614.7,652.951,657.149,655.538,652.853,659.303,636.523,639.776,633.334,652.006,649.075
wf0143,655.351,603.654,628.783,628.386,626.452,641.585,611.546,612.957,634.803,621.543,635.258,643.297,613.259
wf0144,617.763,631.811,605.35,610.268,603.781,608.015,607.119,623.327,626.114,633.439,622.049,615.886,637.056
wf0145,615.637,624.137,654.995,652.077,634.682,606.096,636.582,632.467,606.753,620.173,645.972,613.837,635.173
wf0146,651.412,632.622,649.166,635.769,609.613,631.268,639.579,643.261,649.583,649.827,656.762,624.932,618.741
wf0147,634.698,634.222,638.422,650.061,628.85,642.425,636.142,663.452,666.44,652.581,636.118,639.8,640.073
wf0148,633.934,626.801,602.747,610.382,644.457,608.11,632.721,606.886,596.293,625.248,642.792,605.508,628.599
wf0149,623.996,616.417,612.445,585.689,620.402,615.756,638.061,598.937,608.053,590.941,619.998,628.836,607.303
wf0150,636.185,623.294,640.924,632.276,643.824,600.939,643.01,636.884,616.536,650.53,602.519,612.747,629.19
wf0151,606.602,610.664,609.432,612.073,619.438,588.65,614.821,614.926,609.832,597.495,600.546,611.081,603.815
wf0152,656.376,642.392,659.355,640.922,669.933,673.517,647.861,659.54,656.2,664.216,659.045,649.929,647.738
wf0153,709.391,702.58,681.578,708.86,711.373,745.017,724.888,700.655,704.449,700.905,716.183,692.258,698.425
wf0154,612.798,601.688,615.172,633.403,609.138,610.282,608.721,606.475,630.317,614.151,617.402,617.471,601.956
wf0155,655.963,673.926,660.117,668.975,659.416,658.497,639.322,667.129,658.299,646.799,657.124,674.697,665.383
wf0156,629.572,650.596,672.081,616.107,662.285,635.385,659.99,668.286,648.456,639.577,649.186,649.154,647.784
wf0157,608.265,617.42,660.054,612.271,599.745,652.151,567.875,607.627,658.605,597.859,647.222,611.239,631.872
wf0158,589.759,647.102,651.79,602.508,684.156,600.657,623.757,601.196,613.773,653.651,623.661,619.389,711.124
wf0159,640.112,640.695,659.431,646.112,670.402,642.531,670.303,634.821,674.06,626.11,653.187,636.215,652.84
wf0160,624.316,638.643,634.588,643.372,643.625,639.039,615.822,632.993,633.757,630.362,652.052,637.695,606.322
wf0161,612.134,600.444,621.656,615.054,618.562,605.872,617.201,601.079,617.663,640.638,623.678,632.984,621.896
wf0162,660.251,642.054,634.011,630.519,640.131,628.442,629.643,654.524,644.63,611.066,628.581,645.254,633.756
wf0163,611.412,584.061,630.126,596.797,609.289,634.041,610.408,613.322,597.909,618.125,597.772,601.921,613.858
wf0164,646.089,664.802,664.889,655.064,629.679,637.224,638.629,637.662,623.283,636.251,642.658,647.981,628.864
wf0165,620.609,620.818,619.079,622.008,625.202,619.33,620.327,614.643,625.02,635.147,603.803,609.069,628.298
wf0166,670.468,654.157,628.219,644.44,635.464,651.739,658.039,638.083,686.937,666.817,663.873,640.101,647.266
wf0167,622.107,625.161,628.257,647.564,630.501,626.415,645.023,647.27,614.93,629.208,648.913,605.471,641.994
wf0168,621.267,621.15,626.418,601.719,599.074,639.788,637.253,642.418,621.227,595.768,622.706,614.322,630.073
wf0169,609.043,626.492,622.351,618.006,588.447,606.731,593.363,599.926,607.704,625.473,611.123,630.618,622.822
wf0170,635.506,628.421,650.449,625.463,628.91,638.816,648.606,637.011,627.627,635.244,646.618,648.335,651.935
wf0171,638.163,634.577,642.673,623.068,636.336,610.4,636.339,642.716,639.018,653.315,624.228,632.188,643.962
wf0172,634.042,624.915,616.183,625.793,628.166,613.903,616.072,637.839,633.449,629.303,616.648,616.495,629.918
wf0173,632.995,645.585,658.495,647.02,629.839,616.743,636.278,618.087,631.586,634.651,648.444,628.812,629.515
wf0174,648.622,640.901,633.771,659.617,642.238,637.023,662.941,661.147,652.463,647.16,647.169,650.01,644.909
wf0175,634.069,643.446,625.548,604.279,597.2,610.544,644.118,610.578,626.355,633.542,623.384,636.625,616.978
wf0176,636.08,598.042,611.033,600.221,593.732,602.248,597.847,621.161,594.583,627.737,593.623,617.81,599.964
wf0177,495.286,513.399,500.0,535.439,520.369,520.904,524.026,517.063,511.442,477.059,528.381,521.801,522.765
wf0178,621.584,654.405,628.955,664.456,620.351,621.751,643.011,625.357,653.957,655.349,632.866,630.861,671.09
wf0179,600.789,580.409,611.843,602.776,587.626,608.769,591.072,589.507,616.049,617.832,590.607,623.667,616.207
wf0180,685.056,684.603,685.841,667.482,713.794,682.449,677.145,659.534,685.242,704.714,721.977,666.483,677.93
wf0181,622.952,629.144,628.289,620.766,631.709,608.596,632.421,632.071,598.735,614.45,637.99,616.831,628.314
wf0182,631.042,628.633,643.808,635.541,612.498,625.922,627.938,638.884,620.765,631.091,643.579,646.855,633.775
wf0183,612.057,604.935,592.408,596.124,620.747,579.588,609.367,614.674,607.454,603.41,595.462,593.731,618.241
wf0184,475.904,506.488,493.065,450.644,488.067,482.861,472.908,480.44,503.197,460.045,461.472,480.648,468.977
wf0185,629.085,599.732,617.96,614.969,621.872,618.745,625.341,600.35,625.926,630.743,611.334,620.891,602.141
wf0186,603.05,631.736,624.372,620.405,643.962,619.051,626.211,645.413,614.352,630.1,595.966,615.311,615.901
wf0187,628.016,605.565,603.163,601.917,619.006,616.332,613.604,616.677,597.795,617.23,624.999,645.358,616.276
wf0188,611.64,606.726,613.981,633.079,609.21,625.843,615.341,616.58,614.807,644.819,637.328,619.865,613.329
wf0189,620.629,626.709,637.517,627.568,635.928,626.938,592.595,625.024,616.499,611.357,588.506,622.404,626.996
wf0190,595.744,612.641,622.989,609.447,612.59,589.415,628.076,608.728,646.875,622.957,632.651,637.387,621.613
wf0191,610.897,579.708,610.205,623.705,619.461,619.286,638.987,616.857,617.663,624.141,615.95,653.033,633.31
wf0192,528.532,608.831,606.536,640.98,548.581,650.993,573.784,577.82,560.196,644.61,651.889,612.8,606.785
wf0193,602.934,575.845,596.477,586.485,610.564,598.026,598.343,605.951,597.526,605.79,592.521,631.119,606.044
wf0194,614.733,618.173,642.298,635.683,633.872,617.071,610.032,607.614,639.794,614.112,618.95,646.946,614.144
wf0195,644.024,662.0,701.215,676.391,706.954,673.769,653.133,653.224,658.419,661.915,663.753,658.735,677.904
wf0196,645.934,634.116,642.878,644.021,652.985,632.325,629.597,636.421,660.803,659.741,668.182,646.875,627.933
wf0197,612.916,618.202,599.726,647.427,611.638,634.905,618.899,640.71,614.595,634.873,613.824,618.443,662.35
wf0198,609.713,616.073,599.301,619.05,596.603,614.569,585.812,632.938,592.498,609.065,598.111,590.298,632.784
wf0199,601.586,624.427,636.223,626.495,633.707,548.648,652.385,556.865,612.025,574.238,649.804,562.676,631.092
wf0200,631.844,620.331,629.87,639.134,604.448,629.489,634.839,646.568,627.983,607.91,636.096,622.167,641.308
wf0201,630.898,608.345,621.884,649.167,644.064,629.72,611.394,626.391,646.643,649.389,632.098,639.841,625.662
wf0202,709.035,673.556,602.221,662.498,582.308,734.317,595.035,664.717,627.522,669.572,696.075,672.861,635.588
wf0203,626.181,639.588,609.545,630.944,646.018,643.686,642.731,632.281,655.654,605.367,628.966,585.111,639.423
wf0204,603.371,595.118,618.504,621.258,572.072,599.591,629.507,587.486,594.053,588.85,611.873,609.576,603.388
wf0205,656.153,637.173,649.046,645.238,659.355,672.013,649.486,645.447,665.878,642.448,660.148,631.843,642.657
wf0206,621.957,671.635,590.961,559.524,571.565,658.036,614.203,642.96,711.884,639.604,627.262,631.437,589.213
wf0207,630.423,621.293,652.833,635.345,609.21,660.141,628.579,628.778,654.816,645.102,642.468,645.33,645.839
wf0208,611.262,584.455,587.767,580.941,582.959,612.286,591.256,590.832,595.744,585.773,579.529,577.1,562.605
wf0209,639.331,648.228,640.095,657.085,632.857,651.653,644.495,653.118,633.088,612.722,641.528,646.808,648.601
wf0210,509.834,495.396,508.685,476.451,499.863,502.221,470.194,499.002,512.836,513.722,508.71,500.095,493.858
wf0211,622.035,592.694,639.1,627.469,618.289,613.525,583.832,645.519,636.947,633.068,595.405,630.998,627.292
wf0212,619.585,604.97,604.509,628.554,624.812,610.082,632.703,661.013,627.726,647.387,611.322,619.821,631.788
wf0213,627.37,601.828,623.533,594.362,606.784,624.587,615.501,616.094,597.638,597.827,633.589,589.377,620.556
wf0214,633.706,649.021,641.767,651.792,662.218,645.024,635.988,636.937,642.331,634.257,645.038,655.478,628.816
wf0215,634.159,626.61,655.253,630.056,645.634,623.177,631.087,639.248,660.747,606.779,637.22,619.118,626.855
wf0216,577.597,592.616,584.171,591.829,563.113,598.527,581.195,565.878,586.947,594.898,576.202,607.465,629.311
wf0217,645.99,669.227,622.634,651.31,652.532,627.809,649.15,644.828,632.272,678.835,672.001,659.506,643.893
wf0218,651.126,646.993,633.905,672.331,669.374,650.707,655.143,658.82,659.381,651.087,662.688,653.816,647.857
wf0219,616.361,639.972,634.65,619.66,654.426,609.869,626.627,628.9,611.634,628.634,652.575,635.516,616.206
wf0220,682.314,674.782,687.411,705.727,703.55,673.037,687.242,662.619,694.164,640.586,662.934,678.99,672.564
wf0221,646.232,645.403,633.973,644.698,651.016,642.067,636.647,664.021,659.614,650.302,653.408,645.898,646.301
wf0222,633.731,657.396,627.853,606.223,612.442,615.217,648.361,607.312,608.274,621.689,615.689,601.642,624.617
wf0223,677.227,650.472,635.065,560.195,610.053,654.01,713.058,642.385,677.168,596.431,636.75,620.776,635.573
wf0224,641.897,632.419,609.197,645.857,635.727,630.423,622.505,648.904,644.243,630.721,645.206,632.277,602.011
wf0225,623.952,612.254,632.735,633.981,634.651,618.316,596.371,640.601,621.953,629.38,593.652,598.365,624.041
wf0226,630.507,600.83,609.959,626.341,655.99,643.494,644.817,637.198,626.173,619.901,623.346,639.624,621.489
wf0227,624.287,617.966,622.325,623.554,619.598,599.694,610.298,612.701,637.252,634.355,628.141,625.771,635.371
wf0228,645.725,651.952,657.926,656.493,674.485,641.111,685.451,663.059,658.375,630.848,660.617,641.501,653.231
wf0229,600.593,632.287,634.479,633.516,631.012,658.691,648.45,627.886,650.971,626.394,590.116,621.859,630.619
wf0230,628.762,649.456,635.845,638.574,616.438,633.508,652.794,625.487,625.31,634.508,605.71,639.889,625.705
wf0231,633.637,638.041,636.911,635.924,630.992,618.048,647.135,648.629,634.216,629.885,678.447,626.208,626.046
wf0232,611.426,641.533,613.051,620.95,611.253,641.593,630.363,595.584,628.912,633.629,603.18,643.947,618.884
wf0233,610.527,630.761,652.642,654.257,633.367,675.884,631.454,647.701,652.031,641.87,651.706,652.681,661.792
wf0234,651.351,643.11,643.654,612.283,629.792,635.372,608.464,659.536,627.096,643.31,625.894,605.412,609.285
wf0235,631.782,644.217,629.938,645.707,641.922,645.87,647.062,653.219,660.018,648.474,641.605,622.714,645.287
wf0236,651.02,608.201,630.067,605.779,610.67,646.941,628.317,636.253,658.034,643.309,652.593,617.947,633.213
wf0237,628.531,600.114,636.943,642.137,632.153,614.933,636.096,623.975,648.296,655.402,665.775,604.377,607.354
wf0238,634.745,636.008,624.373,669.956,651.975,611.043,659.531,654.441,650.925,620.233,647.468,663.144,629.283
wf0239,652.397,625.341,645.015,606.567,632.629,628.837,609.884,613.902,605.108,624.778,634.238,638.453,628.193
wf0240,648.956,637.581,646.261,659.685,658.45,661.0,659.03,664.937,628.068,645.42,687.276,648.987,671.905
wf0241,649.707,643.937,737.207,694.793,665.971,627.613,615.665,645.275,702.012,647.634,635.107,656.298,677.079
wf0242,622.851,648.261,655.319,635.74,629.842,616.803,622.683,611.005,634.618,639.878,611.708,644.754,626.524
wf0243,677.839,673.482,647.113,653.904,681.625,650.463,647.952,644.837,657.891,657.489,663.924,674.586,658.161
wf0244,639.915,654.616,630.586,641.836,655.047,621.504,650.996,641.098,625.098,616.85,646.641,628.139,632.148
